year,Girls,Boys
1880,0,60
1881,0,55
1882,0,47
1883,0,37
1884,0,53
1885,0,34
1886,0,48
1887,0,31
1888,0,67
1889,0,42
1890,0,43
1891,0,44
1892,0,55
1893,0,39
1894,0,30
1895,0,33
1896,0,40
1897,0,50
1898,0,42
1899,0,39
1900,0,57
1901,0,39
1902,0,40
1903,0,34
1904,0,29
1905,0,36
1906,0,21
1907,0,54
1908,0,33
1909,0,42
1910,0,53
1911,0,45
1912,0,121
1913,0,140
1914,0,143
1915,0,204
1916,0,217
1917,0,208
1918,0,206
1919,0,247
1920,0,207
1921,0,192
1922,0,204
1923,0,177
1924,0,192
1925,0,163
1926,0,167
1927,0,147
1928,0,154
1929,0,136
1930,0,121
1931,0,97
1932,0,101
1933,0,89
1934,0,91
1935,0,90
1936,0,83
1937,0,75
1938,0,78
1939,0,66
1940,0,89
1941,0,82
1942,0,78
1943,0,83
1944,0,76
1945,0,90
1946,0,78
1947,0,93
1948,0,82
1949,0,116
1950,0,88
1951,0,124
1952,0,140
1953,0,161
1954,0,180
1955,0,175
1956,0,231
1957,0,251
1958,0,348
1959,0,359
1960,0,337
1961,0,345
1962,0,325
1963,0,413
1964,0,448
1965,0,443
1966,0,476
1967,0,594
1968,0,619
1969,0,658
1970,0,828
1971,0,935
1972,0,906
1973,8,1027
1974,8,1083
1975,7,1125
1976,5,1163
1977,5,1240
1978,12,1285
1979,11,1257
1980,7,1334
1981,0,1626
1982,5,1713
1983,10,1866
1984,15,1969
1985,17,1880
1986,17,1967
1987,14,2045
1988,9,2061
1989,9,2162
1990,10,2174
1991,9,1984
1992,8,1833
1993,11,1705
1994,0,1634
1995,0,1599
1996,0,1514
1997,0,1432
1998,0,1451
1999,5,1471
2000,5,1343
2001,0,1272
2002,0,1122
2003,0,1124
2004,0,1092
2005,0,1093
2006,0,1010
2007,0,925
2008,0,831
2009,0,799
2010,0,700
2011,0,691
2012,0,655
2013,0,671
2014,0,625
2015,0,626
2016,0,564
2017,0,503
2018,0,477
2019,0,385
