year,F,M
1880,436,0
1881,412,0
1882,508,0
1883,531,0
1884,609,0
1885,606,0
1886,712,0
1887,716,6
1888,917,5
1889,883,0
1890,967,0
1891,830,0
1892,978,6
1893,1011,0
1894,1043,0
1895,1119,7
1896,1081,6
1897,1006,0
1898,1084,8
1899,966,0
1900,1337,0
1901,992,0
1902,1127,6
1903,990,6
1904,1041,0
1905,1068,5
1906,1002,5
1907,1059,0
1908,1028,5
1909,974,5
1910,1079,0
1911,1095,0
1912,1273,0
1913,1245,0
1914,1386,5
1915,1629,6
1916,1653,8
1917,1689,8
1918,1708,0
1919,1793,7
1920,1708,6
1921,1627,7
1922,1689,8
1923,1605,10
1924,1627,13
1925,1503,9
1926,1367,7
1927,1354,11
1928,1178,5
1929,1150,8
1930,1028,9
1931,947,11
1932,971,6
1933,861,6
1934,864,6
1935,773,5
1936,702,11
1937,713,9
1938,677,0
1939,681,10
1940,675,7
1941,625,5
1942,635,0
1943,632,0
1944,579,5
1945,541,0
1946,546,0
1947,563,0
1948,503,0
1949,466,0
1950,464,0
1951,397,0
1952,403,0
1953,422,0
1954,370,0
1955,332,0
1956,360,0
1957,286,0
1958,291,0
1959,261,0
1960,249,0
1961,245,0
1962,208,0
1963,176,0
1964,182,0
1965,142,0
1966,136,0
1967,97,0
1968,105,0
1969,105,0
1970,84,0
1971,90,0
1972,82,0
1973,85,0
1974,84,0
1975,78,0
1976,78,0
1977,53,0
1978,90,0
1979,92,0
1980,79,0
1981,60,0
1982,79,0
1983,53,0
1984,57,0
1985,50,0
1986,38,0
1987,53,0
1988,39,0
1989,50,0
1990,37,0
1991,39,0
1992,37,0
1993,34,0
1994,26,0
1995,43,0
1996,26,0
1997,27,0
1998,33,0
1999,28,0
2000,40,0
2001,29,0
2002,24,0
2003,13,0
2004,12,0
2005,33,0
2006,20,0
2007,18,0
2008,26,0
2009,30,0
2010,26,0
2011,24,0
2012,20,0
2013,24,0
2014,26,0
2015,22,0
2016,22,0
2017,23,0
2018,20,0
2019,22,0
