year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,5,0
1892,6,0
1893,5,0
1894,0,0
1895,5,0
1896,0,0
1897,0,0
1898,6,0
1899,0,0
1900,12,0
1901,0,0
1902,0,0
1903,0,0
1904,6,0
1905,0,0
1906,6,0
1907,0,0
1908,14,0
1909,9,0
1910,5,0
1911,19,0
1912,15,0
1913,22,0
1914,26,0
1915,48,0
1916,36,0
1917,58,0
1918,54,0
1919,60,0
1920,71,0
1921,78,0
1922,81,0
1923,103,0
1924,110,0
1925,69,0
1926,77,0
1927,93,0
1928,66,0
1929,60,0
1930,85,0
1931,58,0
1932,75,0
1933,64,0
1934,80,0
1935,109,0
1936,112,0
1937,107,0
1938,106,0
1939,144,0
1940,178,0
1941,201,0
1942,206,0
1943,237,0
1944,276,0
1945,225,0
1946,278,0
1947,308,0
1948,278,0
1949,276,0
1950,259,0
1951,294,0
1952,251,0
1953,254,0
1954,298,0
1955,270,0
1956,252,0
1957,269,0
1958,336,0
1959,372,0
1960,468,0
1961,418,0
1962,381,0
1963,354,0
1964,361,0
1965,265,0
1966,226,0
1967,197,0
1968,153,0
1969,144,0
1970,170,0
1971,106,0
1972,90,0
1973,105,0
1974,72,0
1975,98,0
1976,75,0
1977,91,0
1978,90,0
1979,89,0
1980,75,0
1981,85,0
1982,69,0
1983,65,0
1984,54,0
1985,62,0
1986,62,0
1987,59,0
1988,65,0
1989,51,0
1990,45,0
1991,42,0
1992,43,0
1993,42,0
1994,46,0
1995,35,0
1996,41,0
1997,35,0
1998,31,0
1999,29,0
2000,33,0
2001,34,0
2002,34,0
2003,34,0
2004,34,0
2005,29,0
2006,23,0
2007,22,0
2008,31,0
2009,22,0
2010,28,0
2011,25,0
2012,27,0
2013,25,0
2014,24,0
2015,23,0
2016,26,0
2017,18,0
2018,18,0
2019,17,0
