year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,5,0
1895,0,0
1896,0,0
1897,8,0
1898,8,0
1899,6,0
1900,6,0
1901,0,0
1902,0,0
1903,0,0
1904,8,0
1905,0,0
1906,9,0
1907,0,0
1908,8,0
1909,0,0
1910,8,0
1911,9,0
1912,6,0
1913,10,0
1914,11,0
1915,19,0
1916,18,0
1917,18,0
1918,26,0
1919,23,0
1920,22,0
1921,17,0
1922,23,0
1923,20,0
1924,17,0
1925,19,0
1926,7,0
1927,9,0
1928,14,0
1929,0,0
1930,5,0
1931,0,0
1932,0,0
1933,7,0
1934,7,0
1935,9,0
1936,11,0
1937,5,0
1938,0,0
1939,0,0
1940,8,0
1941,7,0
1942,9,0
1943,9,0
1944,5,0
1945,9,0
1946,7,0
1947,10,0
1948,10,0
1949,9,0
1950,7,0
1951,12,0
1952,6,0
1953,7,0
1954,9,0
1955,9,0
1956,17,0
1957,10,0
1958,10,0
1959,13,0
1960,8,0
1961,6,0
1962,8,0
1963,8,0
1964,7,0
1965,10,0
1966,6,0
1967,7,0
1968,8,0
1969,8,0
1970,6,0
1971,8,0
1972,7,0
1973,5,0
1974,12,0
1975,8,0
1976,11,0
1977,9,0
1978,6,0
1979,11,0
1980,9,0
1981,6,0
1982,10,0
1983,7,0
1984,11,0
1985,6,0
1986,7,0
1987,11,0
1988,6,0
1989,10,0
1990,16,0
1991,7,0
1992,11,0
1993,8,0
1994,6,0
1995,7,0
1996,10,0
1997,0,0
1998,10,0
1999,9,0
2000,9,0
2001,5,0
2002,16,0
2003,9,0
2004,11,0
2005,11,0
2006,12,0
2007,12,0
2008,5,0
2009,5,0
2010,0,0
2011,9,0
2012,0,0
2013,7,0
2014,5,0
2015,6,0
2016,0,0
2017,6,0
2018,8,0
2019,0,0
