year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,5,0
1891,8,0
1892,0,0
1893,5,0
1894,0,0
1895,0,0
1896,0,0
1897,7,0
1898,8,0
1899,0,0
1900,7,0
1901,0,0
1902,6,0
1903,0,0
1904,7,0
1905,7,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,7,0
1911,0,0
1912,8,0
1913,6,0
1914,8,0
1915,7,0
1916,12,7
1917,9,0
1918,9,7
1919,6,9
1920,16,9
1921,9,6
1922,13,0
1923,15,0
1924,8,5
1925,17,10
1926,11,15
1927,9,15
1928,10,10
1929,12,12
1930,8,12
1931,11,12
1932,13,16
1933,12,16
1934,9,23
1935,10,20
1936,19,17
1937,8,23
1938,9,24
1939,11,15
1940,7,22
1941,10,22
1942,10,34
1943,18,20
1944,18,23
1945,8,27
1946,12,32
1947,13,22
1948,7,23
1949,8,26
1950,11,21
1951,5,23
1952,5,19
1953,9,28
1954,6,26
1955,7,24
1956,5,16
1957,0,23
1958,0,14
1959,0,17
1960,6,11
1961,0,12
1962,0,8
1963,0,7
1964,6,8
1965,0,15
1966,0,9
1967,0,14
1968,0,9
1969,0,10
1970,0,8
1971,0,7
1972,0,7
1973,0,5
1974,0,9
1975,0,9
1976,0,7
1977,0,7
1978,0,8
1979,0,0
1980,0,10
1981,0,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,7
1987,0,7
1988,0,5
1989,0,5
1990,0,0
1991,5,5
1992,0,0
1993,5,0
1994,0,0
1995,0,7
1996,0,0
1997,0,0
1998,0,0
1999,5,0
2000,0,0
2001,0,6
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,6,6
2007,0,5
2008,6,0
2009,0,6
2010,0,0
2011,7,0
2012,0,5
2013,0,0
2014,0,0
2015,0,5
2016,0,0
2017,0,5
2018,0,0
2019,7,6
