year,Girls,Boys
1880,471,0
1881,499,0
1882,591,0
1883,622,0
1884,746,0
1885,885,5
1886,988,0
1887,994,0
1888,1258,8
1889,1436,8
1890,1563,9
1891,1596,9
1892,2066,6
1893,2212,10
1894,2649,7
1895,3011,9
1896,3087,7
1897,3078,12
1898,3435,10
1899,3156,9
1900,3856,17
1901,3157,12
1902,3424,15
1903,3469,10
1904,3595,8
1905,3643,9
1906,3690,15
1907,3880,16
1908,4076,20
1909,4301,14
1910,4790,19
1911,5017,19
1912,6642,20
1913,7353,37
1914,8829,29
1915,11363,36
1916,11682,30
1917,11813,27
1918,12589,26
1919,12009,37
1920,12743,31
1921,12501,37
1922,11912,32
1923,11512,36
1924,11577,35
1925,10929,35
1926,10631,55
1927,10314,45
1928,9286,40
1929,9158,45
1930,8426,33
1931,7549,44
1932,6910,35
1933,6241,32
1934,6325,36
1935,6294,30
1936,6131,36
1937,6075,35
1938,5959,32
1939,5889,34
1940,5541,25
1941,6152,33
1942,6556,35
1943,5980,29
1944,5297,27
1945,5082,21
1946,5759,16
1947,6059,15
1948,5785,18
1949,5306,7
1950,5221,12
1951,5047,10
1952,4977,15
1953,4956,15
1954,5309,14
1955,4926,18
1956,4797,17
1957,4861,14
1958,4485,20
1959,4680,18
1960,4722,16
1961,4344,18
1962,4019,17
1963,4007,18
1964,3790,12
1965,3486,17
1966,3083,8
1967,2736,20
1968,2376,11
1969,2247,9
1970,2186,21
1971,2005,20
1972,1764,14
1973,1618,17
1974,1509,16
1975,1633,19
1976,1762,14
1977,1914,17
1978,1863,10
1979,1878,23
1980,1947,9
1981,1989,17
1982,1922,26
1983,1749,22
1984,1587,23
1985,1511,22
1986,1523,23
1987,1497,24
1988,1436,14
1989,1376,15
1990,1341,16
1991,1263,14
1992,1164,5
1993,1054,0
1994,919,0
1995,854,0
1996,812,6
1997,792,0
1998,792,0
1999,825,0
2000,785,0
2001,726,0
2002,684,0
2003,570,0
2004,602,0
2005,590,0
2006,520,0
2007,551,0
2008,565,0
2009,538,0
2010,517,0
2011,480,0
2012,517,0
2013,507,0
2014,528,0
2015,556,0
2016,532,0
2017,454,0
2018,532,0
2019,446,0
