year,Girls,Boys
1880,1040,0
1881,1044,0
1882,1229,10
1883,1255,9
1884,1443,0
1885,1425,5
1886,1491,7
1887,1504,5
1888,1769,11
1889,1711,0
1890,1784,5
1891,1744,0
1892,1915,0
1893,1805,8
1894,1968,7
1895,2096,9
1896,2022,9
1897,1990,6
1898,2184,7
1899,1907,8
1900,2437,9
1901,1886,8
1902,2030,8
1903,1980,0
1904,2019,0
1905,2091,6
1906,2199,8
1907,2274,9
1908,2324,8
1909,2510,10
1910,2858,13
1911,3019,11
1912,3911,7
1913,4538,16
1914,5432,14
1915,7216,19
1916,7610,20
1917,8261,18
1918,8342,16
1919,8321,28
1920,8709,19
1921,9264,17
1922,9021,19
1923,8962,29
1924,9319,39
1925,8764,39
1926,8554,36
1927,8305,40
1928,8250,37
1929,7640,39
1930,7833,35
1931,7481,39
1932,7580,35
1933,7164,38
1934,7602,37
1935,7622,36
1936,7389,40
1937,7954,29
1938,8579,41
1939,8493,47
1940,8692,45
1941,9158,44
1942,9511,25
1943,9706,25
1944,9333,28
1945,8749,22
1946,9761,34
1947,10651,22
1948,10007,22
1949,9811,28
1950,9837,15
1951,9603,29
1952,9695,20
1953,9262,16
1954,8596,18
1955,7929,19
1956,7710,22
1957,7362,20
1958,6750,30
1959,6436,16
1960,5834,18
1961,5721,9
1962,5161,23
1963,4883,17
1964,4451,15
1965,3799,16
1966,3269,15
1967,2911,13
1968,2578,10
1969,2428,13
1970,2368,14
1971,2190,14
1972,1896,13
1973,1725,7
1974,1832,10
1975,1790,14
1976,1598,8
1977,1595,8
1978,1485,10
1979,1441,12
1980,1554,14
1981,1572,9
1982,1449,17
1983,1349,17
1984,1210,16
1985,1221,19
1986,1153,10
1987,1142,10
1988,1137,16
1989,1249,20
1990,1267,16
1991,1130,7
1992,1146,10
1993,1059,7
1994,953,8
1995,928,11
1996,881,0
1997,863,0
1998,775,0
1999,741,0
2000,784,0
2001,749,0
2002,707,0
2003,631,0
2004,592,0
2005,594,0
2006,581,0
2007,525,0
2008,502,0
2009,441,0
2010,410,0
2011,369,0
2012,387,0
2013,341,0
2014,383,0
2015,361,0
2016,394,0
2017,374,0
2018,346,0
2019,346,0
