year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,6
1886,0,0
1887,0,8
1888,0,0
1889,0,0
1890,0,5
1891,0,6
1892,0,0
1893,0,0
1894,0,0
1895,0,10
1896,0,6
1897,0,0
1898,0,7
1899,0,8
1900,0,8
1901,6,7
1902,0,14
1903,0,9
1904,0,14
1905,0,10
1906,0,12
1907,0,21
1908,0,30
1909,0,20
1910,0,23
1911,0,33
1912,6,76
1913,0,85
1914,0,127
1915,0,179
1916,11,220
1917,12,230
1918,12,268
1919,8,251
1920,7,314
1921,11,342
1922,10,328
1923,10,266
1924,10,337
1925,16,343
1926,14,368
1927,16,389
1928,7,307
1929,12,328
1930,5,333
1931,15,363
1932,10,314
1933,9,302
1934,6,283
1935,11,308
1936,15,274
1937,0,257
1938,0,284
1939,9,245
1940,7,249
1941,6,258
1942,8,217
1943,5,266
1944,0,208
1945,7,187
1946,7,207
1947,11,163
1948,12,155
1949,5,150
1950,0,175
1951,0,176
1952,6,156
1953,0,158
1954,8,151
1955,6,175
1956,5,150
1957,5,147
1958,5,156
1959,0,130
1960,0,105
1961,0,110
1962,0,95
1963,0,109
1964,5,95
1965,0,81
1966,9,87
1967,0,73
1968,0,65
1969,0,74
1970,0,48
1971,0,65
1972,6,71
1973,5,50
1974,0,57
1975,0,48
1976,0,53
1977,0,48
1978,0,48
1979,0,45
1980,6,48
1981,0,42
1982,5,45
1983,7,40
1984,0,39
1985,0,44
1986,0,34
1987,6,39
1988,0,49
1989,8,27
1990,10,44
1991,11,42
1992,19,33
1993,6,41
1994,18,28
1995,18,40
1996,13,39
1997,7,29
1998,10,45
1999,5,48
2000,12,47
2001,14,54
2002,15,42
2003,30,44
2004,12,44
2005,18,36
2006,22,49
2007,25,43
2008,26,39
2009,17,39
2010,15,23
2011,12,31
2012,15,39
2013,8,37
2014,12,34
2015,12,34
2016,11,39
2017,14,54
2018,12,57
2019,10,52
