year,Boys,Girls
1880,0,0
1881,0,6
1882,0,0
1883,0,7
1884,0,0
1885,0,5
1886,0,7
1887,0,0
1888,0,5
1889,0,0
1890,0,6
1891,0,6
1892,0,16
1893,0,13
1894,0,8
1895,0,11
1896,0,6
1897,0,14
1898,5,6
1899,0,0
1900,0,21
1901,0,9
1902,0,7
1903,5,17
1904,0,11
1905,0,17
1906,0,17
1907,0,21
1908,0,17
1909,0,15
1910,0,14
1911,0,18
1912,0,41
1913,0,28
1914,8,51
1915,6,61
1916,0,69
1917,6,73
1918,6,59
1919,7,73
1920,0,73
1921,0,65
1922,9,78
1923,0,83
1924,0,65
1925,0,68
1926,0,89
1927,0,89
1928,0,52
1929,0,66
1930,6,61
1931,7,59
1932,5,81
1933,0,53
1934,0,60
1935,5,60
1936,0,44
1937,0,53
1938,0,69
1939,5,64
1940,0,53
1941,0,60
1942,0,58
1943,5,63
1944,0,69
1945,0,41
1946,0,46
1947,0,57
1948,0,57
1949,0,66
1950,0,62
1951,0,61
1952,0,82
1953,0,64
1954,0,61
1955,0,59
1956,0,66
1957,0,40
1958,0,56
1959,0,46
1960,0,41
1961,0,37
1962,0,49
1963,0,53
1964,0,55
1965,0,38
1966,0,36
1967,0,25
1968,0,38
1969,0,21
1970,0,34
1971,0,39
1972,0,38
1973,0,26
1974,0,40
1975,0,32
1976,0,37
1977,0,29
1978,0,33
1979,0,46
1980,0,24
1981,0,35
1982,0,28
1983,0,25
1984,0,30
1985,0,25
1986,0,45
1987,6,26
1988,0,36
1989,29,60
1990,33,70
1991,44,73
1992,57,43
1993,27,51
1994,29,55
1995,33,57
1996,29,50
1997,25,47
1998,31,47
1999,29,39
2000,21,53
2001,19,46
2002,25,57
2003,34,57
2004,27,79
2005,32,67
2006,35,60
2007,20,81
2008,34,83
2009,24,90
2010,30,103
2011,26,101
2012,25,73
2013,31,103
2014,42,123
2015,88,149
2016,124,163
2017,148,165
2018,146,164
2019,176,184
