year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,8,0
1885,6,0
1886,0,0
1887,0,0
1888,7,0
1889,0,0
1890,11,0
1891,7,0
1892,8,0
1893,17,0
1894,13,0
1895,12,0
1896,14,0
1897,26,0
1898,31,0
1899,34,0
1900,68,0
1901,46,0
1902,62,0
1903,70,0
1904,84,0
1905,135,0
1906,173,0
1907,219,0
1908,220,0
1909,332,0
1910,397,0
1911,531,0
1912,823,7
1913,1073,5
1914,1396,0
1915,2110,9
1916,2424,12
1917,2647,0
1918,3216,10
1919,3183,11
1920,3507,11
1921,3630,14
1922,3444,11
1923,3603,11
1924,3659,13
1925,3538,15
1926,3150,15
1927,3093,7
1928,3126,21
1929,2993,11
1930,2701,16
1931,2392,9
1932,2223,11
1933,2061,9
1934,2018,12
1935,1925,15
1936,1828,12
1937,1731,13
1938,1824,12
1939,1775,11
1940,1785,11
1941,1749,10
1942,1751,0
1943,1755,12
1944,1602,11
1945,1449,5
1946,1544,6
1947,1584,0
1948,1523,0
1949,1330,6
1950,1251,5
1951,1246,8
1952,1161,0
1953,1172,0
1954,990,0
1955,868,0
1956,892,0
1957,772,0
1958,686,0
1959,697,0
1960,594,0
1961,626,0
1962,574,0
1963,499,0
1964,446,0
1965,425,0
1966,366,0
1967,288,0
1968,257,0
1969,237,0
1970,262,0
1971,197,0
1972,163,0
1973,162,0
1974,132,0
1975,128,0
1976,114,0
1977,121,0
1978,143,0
1979,120,0
1980,110,0
1981,121,0
1982,115,0
1983,110,0
1984,119,0
1985,133,0
1986,125,0
1987,157,0
1988,194,0
1989,173,0
1990,172,0
1991,200,0
1992,196,0
1993,200,0
1994,206,0
1995,181,0
1996,193,0
1997,182,0
1998,187,0
1999,165,0
2000,178,0
2001,206,0
2002,183,0
2003,165,0
2004,150,0
2005,138,0
2006,129,0
2007,138,0
2008,142,0
2009,139,0
2010,161,0
2011,159,0
2012,188,0
2013,237,0
2014,203,0
2015,234,0
2016,309,0
2017,310,0
2018,319,0
2019,345,0
