year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,6
1902,0,0
1903,0,0
1904,0,0
1905,0,5
1906,0,0
1907,0,0
1908,0,8
1909,0,0
1910,0,0
1911,0,0
1912,0,12
1913,0,10
1914,0,12
1915,0,13
1916,0,14
1917,0,9
1918,0,18
1919,0,17
1920,0,22
1921,0,23
1922,0,27
1923,0,23
1924,0,31
1925,0,24
1926,0,27
1927,0,29
1928,0,32
1929,0,32
1930,0,38
1931,0,20
1932,0,45
1933,0,29
1934,0,38
1935,0,63
1936,0,45
1937,0,56
1938,0,78
1939,0,77
1940,0,122
1941,0,207
1942,0,219
1943,0,225
1944,0,292
1945,0,613
1946,8,790
1947,0,1061
1948,5,1255
1949,6,1396
1950,6,1503
1951,7,1774
1952,0,1836
1953,0,1978
1954,7,2402
1955,8,2629
1956,7,2426
1957,7,2480
1958,0,2401
1959,6,2504
1960,9,2588
1961,6,2706
1962,6,2944
1963,12,2894
1964,9,3082
1965,9,3055
1966,13,2970
1967,16,3100
1968,18,3539
1969,21,4503
1970,25,5013
1971,23,4209
1972,15,3466
1973,14,3276
1974,19,3108
1975,16,2820
1976,15,2598
1977,12,2604
1978,8,2481
1979,14,2268
1980,10,2310
1981,12,2049
1982,10,2044
1983,16,2091
1984,22,2103
1985,21,2158
1986,19,2030
1987,13,1969
1988,11,1873
1989,9,1893
1990,7,1901
1991,0,1581
1992,7,1448
1993,7,1405
1994,5,1355
1995,0,1335
1996,0,1292
1997,6,1336
1998,0,1290
1999,0,1369
2000,10,1485
2001,0,1245
2002,0,1069
2003,0,919
2004,0,897
2005,0,759
2006,0,727
2007,0,632
2008,0,609
2009,0,471
2010,0,436
2011,0,437
2012,0,419
2013,0,376
2014,0,411
2015,0,377
2016,0,356
2017,0,298
2018,0,268
2019,0,219
