year,F,M
1880,0,0
1881,9,5
1882,7,0
1883,6,5
1884,5,8
1885,0,6
1886,7,10
1887,0,5
1888,10,0
1889,0,8
1890,9,0
1891,0,6
1892,8,12
1893,0,8
1894,7,0
1895,16,5
1896,6,6
1897,9,5
1898,5,7
1899,0,0
1900,10,17
1901,7,6
1902,10,8
1903,8,5
1904,7,6
1905,0,7
1906,0,0
1907,10,0
1908,6,7
1909,10,5
1910,10,8
1911,9,6
1912,6,12
1913,9,20
1914,10,12
1915,11,21
1916,17,18
1917,19,23
1918,14,21
1919,8,24
1920,19,17
1921,13,22
1922,8,20
1923,14,10
1924,12,20
1925,13,15
1926,9,14
1927,14,18
1928,11,11
1929,7,14
1930,13,6
1931,9,9
1932,15,17
1933,7,8
1934,8,13
1935,5,13
1936,0,9
1937,10,20
1938,7,14
1939,0,12
1940,0,10
1941,8,10
1942,0,15
1943,0,7
1944,0,11
1945,0,11
1946,7,13
1947,0,13
1948,0,10
1949,6,14
1950,0,7
1951,0,6
1952,0,18
1953,0,19
1954,0,9
1955,0,7
1956,0,16
1957,0,10
1958,0,8
1959,0,8
1960,0,8
1961,5,7
1962,0,5
1963,0,8
1964,0,0
1965,0,8
1966,0,10
1967,0,6
1968,0,9
1969,0,6
1970,0,6
1971,0,8
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,0,8
1977,0,0
1978,0,7
1979,0,0
1980,0,8
1981,0,5
1982,0,7
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,7
1988,0,6
1989,0,0
1990,0,0
1991,0,6
1992,0,5
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,5
1998,0,0
1999,0,6
2000,0,0
2001,0,0
2002,0,6
2003,0,0
2004,0,0
2005,0,7
2006,0,7
2007,0,0
2008,0,5
2009,0,0
2010,0,6
2011,0,8
2012,0,10
2013,0,0
2014,0,0
2015,0,6
2016,0,5
2017,0,0
2018,0,0
2019,0,0
