year,Girls,Boys
1880,210,0
1881,187,0
1882,242,0
1883,167,0
1884,244,0
1885,260,5
1886,309,0
1887,266,0
1888,328,0
1889,320,0
1890,293,0
1891,336,0
1892,332,0
1893,328,0
1894,295,0
1895,339,0
1896,339,0
1897,326,0
1898,349,0
1899,312,0
1900,348,0
1901,275,0
1902,290,0
1903,245,0
1904,285,0
1905,268,0
1906,295,0
1907,322,0
1908,284,0
1909,280,0
1910,281,0
1911,321,0
1912,398,0
1913,432,0
1914,494,0
1915,682,0
1916,665,0
1917,685,0
1918,690,0
1919,645,0
1920,635,0
1921,606,0
1922,626,5
1923,570,0
1924,531,0
1925,474,0
1926,417,0
1927,419,0
1928,396,0
1929,342,0
1930,304,0
1931,239,0
1932,251,0
1933,200,0
1934,201,0
1935,194,0
1936,196,0
1937,168,0
1938,152,0
1939,128,0
1940,155,0
1941,130,0
1942,131,0
1943,127,0
1944,121,0
1945,85,0
1946,129,0
1947,132,0
1948,135,0
1949,138,0
1950,140,0
1951,129,0
1952,122,0
1953,116,0
1954,113,0
1955,121,0
1956,113,0
1957,95,0
1958,107,0
1959,122,0
1960,119,0
1961,108,0
1962,100,0
1963,126,0
1964,128,0
1965,94,0
1966,87,0
1967,68,0
1968,76,0
1969,77,0
1970,80,0
1971,75,0
1972,64,0
1973,63,0
1974,68,0
1975,66,0
1976,54,0
1977,57,0
1978,37,0
1979,56,0
1980,38,0
1981,42,0
1982,53,0
1983,36,0
1984,33,0
1985,34,0
1986,25,0
1987,35,0
1988,36,0
1989,27,0
1990,28,0
1991,29,0
1992,29,0
1993,26,0
1994,36,0
1995,43,0
1996,47,0
1997,82,0
1998,92,0
1999,74,0
2000,78,0
2001,100,0
2002,111,0
2003,105,0
2004,94,0
2005,124,0
2006,179,0
2007,201,0
2008,344,0
2009,375,0
2010,343,0
2011,353,0
2012,431,0
2013,437,0
2014,522,0
2015,583,0
2016,630,0
2017,598,0
2018,639,0
2019,690,0
