year,F,M
1880,19,0
1881,20,0
1882,33,0
1883,27,0
1884,31,0
1885,32,0
1886,40,0
1887,26,0
1888,41,0
1889,37,0
1890,25,0
1891,41,0
1892,26,0
1893,58,0
1894,46,0
1895,31,0
1896,42,0
1897,29,0
1898,38,0
1899,28,0
1900,32,0
1901,37,0
1902,37,0
1903,40,0
1904,28,0
1905,32,0
1906,33,0
1907,32,0
1908,28,0
1909,47,0
1910,36,0
1911,40,0
1912,53,0
1913,49,0
1914,56,0
1915,76,0
1916,85,0
1917,68,0
1918,79,0
1919,62,0
1920,84,0
1921,96,0
1922,80,0
1923,106,0
1924,113,0
1925,96,0
1926,86,0
1927,112,0
1928,102,0
1929,92,0
1930,90,0
1931,93,0
1932,81,0
1933,85,0
1934,64,0
1935,82,0
1936,54,0
1937,67,0
1938,63,0
1939,60,0
1940,67,0
1941,73,0
1942,64,0
1943,81,0
1944,64,0
1945,61,0
1946,75,0
1947,92,0
1948,120,0
1949,113,0
1950,95,0
1951,140,0
1952,115,0
1953,122,0
1954,122,0
1955,132,0
1956,140,0
1957,124,0
1958,142,0
1959,155,0
1960,165,0
1961,168,0
1962,187,0
1963,158,0
1964,170,0
1965,168,0
1966,150,0
1967,135,0
1968,117,0
1969,153,0
1970,158,0
1971,158,0
1972,127,0
1973,165,0
1974,156,0
1975,167,0
1976,161,0
1977,169,0
1978,147,0
1979,181,0
1980,167,0
1981,168,0
1982,195,5
1983,144,0
1984,149,0
1985,141,0
1986,196,5
1987,170,0
1988,168,0
1989,169,0
1990,209,0
1991,192,0
1992,219,0
1993,269,0
1994,262,0
1995,263,0
1996,250,0
1997,288,0
1998,262,0
1999,242,0
2000,245,0
2001,269,0
2002,227,0
2003,262,0
2004,312,0
2005,319,0
2006,295,0
2007,324,0
2008,310,0
2009,271,0
2010,230,0
2011,213,0
2012,216,0
2013,215,0
2014,274,0
2015,236,0
2016,262,0
2017,277,0
2018,245,0
2019,273,0
