year,Girls,Boys
1880,0,0
1881,0,0
1882,0,5
1883,0,0
1884,0,5
1885,0,9
1886,0,13
1887,0,10
1888,0,6
1889,0,5
1890,0,7
1891,0,6
1892,0,9
1893,0,9
1894,0,9
1895,0,10
1896,0,16
1897,0,12
1898,0,18
1899,0,13
1900,0,31
1901,0,17
1902,0,13
1903,0,17
1904,0,18
1905,0,27
1906,0,31
1907,0,41
1908,0,37
1909,0,31
1910,0,47
1911,0,50
1912,0,87
1913,0,122
1914,0,144
1915,0,210
1916,0,196
1917,8,223
1918,0,282
1919,7,275
1920,7,272
1921,5,316
1922,18,299
1923,8,346
1924,12,415
1925,14,394
1926,11,399
1927,11,430
1928,13,460
1929,15,482
1930,13,533
1931,11,601
1932,15,593
1933,9,594
1934,12,685
1935,12,678
1936,12,732
1937,18,760
1938,16,823
1939,5,864
1940,10,814
1941,8,835
1942,8,877
1943,12,960
1944,11,897
1945,11,821
1946,12,1003
1947,9,1061
1948,9,1065
1949,8,969
1950,7,875
1951,7,927
1952,13,896
1953,8,896
1954,10,914
1955,14,822
1956,0,887
1957,8,872
1958,6,873
1959,12,845
1960,11,786
1961,8,715
1962,5,755
1963,7,637
1964,8,592
1965,8,514
1966,0,458
1967,7,397
1968,8,404
1969,7,398
1970,5,384
1971,0,370
1972,7,348
1973,8,303
1974,0,344
1975,5,324
1976,5,286
1977,0,300
1978,6,318
1979,0,339
1980,6,297
1981,0,292
1982,0,288
1983,5,214
1984,0,211
1985,0,213
1986,0,212
1987,0,211
1988,0,192
1989,8,211
1990,0,203
1991,0,201
1992,0,204
1993,0,207
1994,0,156
1995,0,182
1996,0,179
1997,0,166
1998,0,172
1999,0,158
2000,0,192
2001,0,165
2002,0,193
2003,0,161
2004,0,180
2005,0,167
2006,0,192
2007,0,193
2008,0,155
2009,0,149
2010,0,153
2011,0,149
2012,0,134
2013,0,142
2014,5,139
2015,5,118
2016,0,121
2017,0,130
2018,0,146
2019,0,160
