year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,5,0
1894,0,0
1895,0,0
1896,0,0
1897,5,0
1898,0,0
1899,7,0
1900,7,0
1901,0,0
1902,6,0
1903,6,0
1904,0,0
1905,0,0
1906,0,0
1907,5,0
1908,8,0
1909,5,0
1910,0,0
1911,0,0
1912,8,0
1913,7,0
1914,18,0
1915,8,0
1916,26,0
1917,11,0
1918,18,0
1919,14,0
1920,10,0
1921,11,0
1922,10,0
1923,16,0
1924,12,0
1925,7,0
1926,7,0
1927,6,0
1928,7,0
1929,6,0
1930,9,0
1931,7,0
1932,9,0
1933,7,0
1934,5,0
1935,0,0
1936,7,0
1937,10,0
1938,8,0
1939,0,0
1940,0,0
1941,11,0
1942,0,0
1943,0,0
1944,0,0
1945,5,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,9,0
1953,7,0
1954,5,0
1955,0,0
1956,0,0
1957,6,0
1958,0,0
1959,0,0
1960,7,0
1961,6,0
1962,5,0
1963,10,0
1964,7,0
1965,8,0
1966,5,0
1967,11,0
1968,10,0
1969,15,0
1970,21,0
1971,24,0
1972,13,0
1973,18,0
1974,18,0
1975,15,0
1976,17,0
1977,17,0
1978,12,0
1979,20,0
1980,13,0
1981,11,0
1982,12,0
1983,16,0
1984,7,0
1985,13,0
1986,15,0
1987,9,0
1988,7,0
1989,9,0
1990,12,0
1991,11,0
1992,8,0
1993,8,0
1994,0,0
1995,9,0
1996,11,0
1997,10,0
1998,5,0
1999,11,0
2000,7,0
2001,8,0
2002,0,0
2003,9,0
2004,10,0
2005,11,0
2006,10,0
2007,5,0
2008,11,0
2009,8,0
2010,5,0
2011,0,0
2012,10,0
2013,10,0
2014,0,0
2015,0,0
2016,9,0
2017,10,0
2018,0,0
2019,0,0
