year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,5
1884,0,8
1885,0,8
1886,0,0
1887,0,0
1888,0,0
1889,0,7
1890,0,0
1891,0,8
1892,0,7
1893,0,9
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,6
1899,0,8
1900,0,10
1901,0,6
1902,0,0
1903,0,9
1904,0,5
1905,0,5
1906,0,11
1907,0,7
1908,0,6
1909,0,13
1910,0,15
1911,0,8
1912,0,20
1913,0,14
1914,0,33
1915,0,34
1916,0,19
1917,0,28
1918,0,41
1919,0,32
1920,0,28
1921,0,38
1922,0,36
1923,0,54
1924,0,52
1925,0,69
1926,0,78
1927,0,99
1928,0,141
1929,0,147
1930,0,240
1931,5,299
1932,0,514
1933,0,489
1934,0,523
1935,7,729
1936,0,706
1937,5,726
1938,10,1041
1939,0,1376
1940,7,1836
1941,12,2464
1942,14,3207
1943,22,3193
1944,9,2979
1945,14,3139
1946,17,4625
1947,21,5470
1948,8,4668
1949,16,4607
1950,15,4692
1951,18,5285
1952,24,5506
1953,13,5182
1954,19,5842
1955,19,5599
1956,21,5983
1957,24,5789
1958,19,5318
1959,24,5599
1960,26,5736
1961,17,6216
1962,26,6583
1963,32,5953
1964,16,5367
1965,17,4327
1966,26,3918
1967,18,3206
1968,12,2856
1969,15,3061
1970,14,2798
1971,13,2360
1972,15,1753
1973,13,1517
1974,8,1564
1975,0,1481
1976,7,1422
1977,10,1457
1978,13,1501
1979,12,1401
1980,13,1396
1981,5,1350
1982,8,1183
1983,12,993
1984,7,965
1985,9,966
1986,7,851
1987,11,791
1988,6,731
1989,5,700
1990,5,694
1991,0,587
1992,5,474
1993,0,484
1994,0,409
1995,0,354
1996,0,339
1997,0,316
1998,0,301
1999,0,267
2000,0,263
2001,0,210
2002,0,193
2003,0,198
2004,0,175
2005,0,157
2006,0,169
2007,0,159
2008,0,157
2009,0,148
2010,0,120
2011,0,118
2012,0,113
2013,0,102
2014,0,124
2015,0,141
2016,0,170
2017,0,135
2018,0,154
2019,0,144
