year,F,M
1880,0,11
1881,0,9
1882,0,0
1883,0,10
1884,0,10
1885,0,0
1886,0,7
1887,0,9
1888,0,13
1889,0,0
1890,0,13
1891,0,12
1892,0,14
1893,0,12
1894,0,17
1895,0,20
1896,0,17
1897,0,15
1898,0,18
1899,0,18
1900,0,23
1901,0,17
1902,0,14
1903,0,24
1904,0,25
1905,0,37
1906,0,29
1907,0,25
1908,5,47
1909,0,36
1910,6,63
1911,0,53
1912,8,108
1913,6,136
1914,0,165
1915,5,209
1916,5,244
1917,5,249
1918,7,252
1919,6,258
1920,5,278
1921,0,334
1922,7,304
1923,7,279
1924,0,305
1925,0,283
1926,10,264
1927,5,242
1928,6,240
1929,0,230
1930,0,240
1931,0,200
1932,0,228
1933,0,169
1934,0,211
1935,0,174
1936,7,161
1937,0,193
1938,0,195
1939,0,164
1940,5,186
1941,0,183
1942,0,182
1943,0,199
1944,0,171
1945,0,129
1946,0,145
1947,0,167
1948,0,142
1949,0,148
1950,0,130
1951,0,107
1952,5,109
1953,0,108
1954,0,97
1955,0,93
1956,0,109
1957,0,78
1958,0,67
1959,0,65
1960,0,70
1961,0,79
1962,0,66
1963,0,54
1964,0,62
1965,0,67
1966,0,41
1967,0,45
1968,0,47
1969,0,56
1970,0,53
1971,0,46
1972,0,25
1973,0,31
1974,0,36
1975,0,46
1976,0,33
1977,0,35
1978,0,31
1979,0,39
1980,0,30
1981,0,19
1982,0,32
1983,0,18
1984,0,16
1985,0,24
1986,0,22
1987,0,15
1988,0,14
1989,0,13
1990,0,17
1991,0,12
1992,0,6
1993,0,12
1994,0,6
1995,0,9
1996,0,7
1997,0,6
1998,0,6
1999,0,7
2000,0,9
2001,0,0
2002,0,0
2003,0,7
2004,0,0
2005,0,10
2006,0,6
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,5
2013,0,0
2014,0,0
2015,0,0
2016,0,5
2017,0,0
2018,0,0
2019,0,0
