year,F,M
1880,0,10
1881,0,8
1882,0,20
1883,0,0
1884,0,18
1885,0,15
1886,8,12
1887,7,12
1888,6,14
1889,13,14
1890,9,8
1891,11,0
1892,15,9
1893,18,12
1894,18,13
1895,23,13
1896,41,14
1897,28,16
1898,43,11
1899,27,13
1900,76,24
1901,52,14
1902,70,14
1903,83,20
1904,68,19
1905,112,27
1906,127,21
1907,118,18
1908,139,28
1909,144,29
1910,165,40
1911,169,37
1912,258,76
1913,289,83
1914,326,125
1915,468,170
1916,565,217
1917,618,246
1918,709,306
1919,790,356
1920,902,523
1921,1104,547
1922,1105,615
1923,1246,770
1924,1599,882
1925,1827,989
1926,2170,1155
1927,2551,1320
1928,2777,1317
1929,3190,1430
1930,3241,1474
1931,2921,1344
1932,2635,1192
1933,2482,1038
1934,2558,1036
1935,2247,845
1936,1991,824
1937,1937,711
1938,1746,688
1939,1538,551
1940,1484,480
1941,1554,445
1942,1829,437
1943,1994,429
1944,1763,405
1945,1556,293
1946,1635,349
1947,1653,341
1948,1546,288
1949,1356,275
1950,1315,251
1951,1420,208
1952,1389,236
1953,1333,229
1954,1279,246
1955,1090,190
1956,1126,223
1957,990,218
1958,864,179
1959,831,203
1960,782,188
1961,733,171
1962,654,188
1963,660,189
1964,897,191
1965,723,161
1966,722,171
1967,856,144
1968,815,153
1969,823,122
1970,1104,152
1971,1114,134
1972,1076,107
1973,1092,144
1974,1132,136
1975,1011,100
1976,1000,110
1977,843,103
1978,785,121
1979,820,96
1980,801,119
1981,668,113
1982,514,97
1983,520,74
1984,387,80
1985,331,64
1986,283,51
1987,285,55
1988,289,46
1989,232,52
1990,235,67
1991,212,46
1992,220,41
1993,217,42
1994,241,42
1995,229,38
1996,202,40
1997,213,26
1998,198,25
1999,174,15
2000,146,22
2001,143,22
2002,116,19
2003,127,16
2004,98,27
2005,85,23
2006,95,25
2007,105,16
2008,89,11
2009,80,17
2010,73,14
2011,86,10
2012,91,12
2013,110,12
2014,123,12
2015,97,10
2016,97,0
2017,117,10
2018,150,7
2019,213,8
