year,F,M
1880,1320,0
1881,1324,5
1882,1508,8
1883,1681,6
1884,1789,8
1885,1860,13
1886,2001,12
1887,2037,11
1888,2450,13
1889,2293,12
1890,2388,6
1891,2372,8
1892,2617,12
1893,2623,10
1894,2496,14
1895,2626,13
1896,2565,12
1897,2502,9
1898,2642,10
1899,2294,5
1900,3019,22
1901,2257,6
1902,2372,11
1903,2309,10
1904,2363,16
1905,2434,10
1906,2302,10
1907,2363,15
1908,2384,7
1909,2444,9
1910,2651,13
1911,2606,5
1912,3288,18
1913,3345,14
1914,3859,9
1915,4785,12
1916,4900,15
1917,4881,20
1918,5051,14
1919,4754,10
1920,4604,22
1921,4608,16
1922,4419,17
1923,4122,15
1924,4122,23
1925,3772,14
1926,3584,22
1927,3380,24
1928,3161,18
1929,2800,12
1930,2605,21
1931,2364,16
1932,2473,25
1933,2162,12
1934,2080,16
1935,2070,17
1936,1915,14
1937,1952,13
1938,1817,16
1939,1794,19
1940,1730,11
1941,1723,15
1942,1757,11
1943,1790,13
1944,1628,8
1945,1427,5
1946,1532,6
1947,1602,6
1948,1515,0
1949,1520,9
1950,1396,6
1951,1332,0
1952,1249,5
1953,1172,9
1954,1159,0
1955,1152,10
1956,952,6
1957,1011,0
1958,954,6
1959,873,0
1960,851,0
1961,739,10
1962,729,0
1963,575,0
1964,639,0
1965,554,6
1966,529,5
1967,429,0
1968,396,0
1969,398,0
1970,367,0
1971,351,0
1972,287,0
1973,316,0
1974,275,0
1975,263,0
1976,216,0
1977,232,0
1978,199,0
1979,209,0
1980,203,0
1981,209,0
1982,187,0
1983,166,0
1984,146,0
1985,163,0
1986,145,5
1987,155,0
1988,146,0
1989,167,0
1990,179,0
1991,156,0
1992,172,0
1993,161,0
1994,124,0
1995,142,0
1996,130,0
1997,123,0
1998,107,0
1999,104,0
2000,92,0
2001,98,0
2002,80,0
2003,57,0
2004,69,0
2005,57,0
2006,72,0
2007,63,0
2008,45,0
2009,46,0
2010,40,0
2011,46,0
2012,28,0
2013,28,0
2014,34,0
2015,30,0
2016,35,0
2017,28,0
2018,28,0
2019,29,0
