year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,9,0
1895,8,0
1896,7,0
1897,0,0
1898,0,0
1899,0,0
1900,9,0
1901,7,0
1902,8,0
1903,12,0
1904,8,0
1905,10,0
1906,11,0
1907,8,0
1908,11,0
1909,15,0
1910,14,0
1911,16,0
1912,14,0
1913,21,0
1914,29,0
1915,25,0
1916,32,0
1917,45,0
1918,38,0
1919,33,0
1920,50,0
1921,57,0
1922,55,0
1923,62,0
1924,55,0
1925,47,0
1926,74,0
1927,71,0
1928,77,0
1929,88,0
1930,84,0
1931,77,0
1932,77,0
1933,51,0
1934,64,0
1935,51,0
1936,47,0
1937,53,0
1938,37,0
1939,35,0
1940,52,0
1941,32,0
1942,40,0
1943,56,0
1944,55,0
1945,55,0
1946,72,0
1947,51,0
1948,64,0
1949,66,0
1950,66,0
1951,62,0
1952,75,0
1953,60,0
1954,70,0
1955,74,0
1956,80,0
1957,101,0
1958,101,0
1959,107,0
1960,95,0
1961,114,0
1962,118,0
1963,150,0
1964,143,0
1965,148,0
1966,153,0
1967,172,0
1968,153,6
1969,204,0
1970,215,0
1971,217,6
1972,187,0
1973,187,0
1974,212,0
1975,191,0
1976,201,0
1977,208,0
1978,229,0
1979,230,0
1980,246,6
1981,308,5
1982,305,0
1983,262,0
1984,249,8
1985,249,0
1986,237,0
1987,259,0
1988,411,9
1989,455,0
1990,521,0
1991,515,0
1992,507,6
1993,513,0
1994,437,0
1995,421,7
1996,382,0
1997,360,0
1998,358,0
1999,375,0
2000,357,0
2001,337,0
2002,264,0
2003,252,0
2004,258,0
2005,233,0
2006,226,0
2007,217,0
2008,210,0
2009,176,0
2010,152,0
2011,142,0
2012,119,0
2013,140,0
2014,140,0
2015,106,0
2016,138,0
2017,130,0
2018,144,0
2019,137,0
