year,F,M
1880,131,0
1881,162,0
1882,190,0
1883,217,0
1884,233,0
1885,309,0
1886,345,0
1887,355,0
1888,426,0
1889,498,0
1890,573,0
1891,526,0
1892,638,6
1893,622,0
1894,675,0
1895,760,0
1896,750,0
1897,688,0
1898,783,6
1899,770,0
1900,974,7
1901,859,0
1902,873,5
1903,920,0
1904,983,0
1905,968,0
1906,980,0
1907,1092,0
1908,1015,5
1909,1052,0
1910,1131,6
1911,1244,8
1912,1607,8
1913,1641,6
1914,1775,0
1915,2268,14
1916,2401,7
1917,2232,12
1918,2363,9
1919,2212,5
1920,2377,6
1921,2313,9
1922,2096,8
1923,2051,9
1924,2005,5
1925,1777,8
1926,1651,0
1927,1658,7
1928,1422,7
1929,1277,0
1930,1210,6
1931,1063,11
1932,998,7
1933,897,5
1934,931,0
1935,845,6
1936,743,5
1937,719,5
1938,689,5
1939,574,0
1940,621,0
1941,554,0
1942,508,0
1943,503,0
1944,461,0
1945,394,0
1946,353,0
1947,371,0
1948,326,0
1949,317,0
1950,288,0
1951,232,0
1952,202,0
1953,182,0
1954,195,0
1955,152,0
1956,139,0
1957,142,0
1958,131,0
1959,117,0
1960,80,0
1961,95,0
1962,88,0
1963,92,0
1964,78,0
1965,62,0
1966,46,0
1967,65,0
1968,28,0
1969,37,0
1970,50,0
1971,35,0
1972,26,0
1973,27,0
1974,33,0
1975,23,0
1976,26,0
1977,20,0
1978,27,0
1979,19,0
1980,21,0
1981,20,0
1982,20,0
1983,17,0
1984,19,0
1985,17,0
1986,12,0
1987,11,0
1988,16,0
1989,16,0
1990,14,0
1991,12,0
1992,7,0
1993,5,0
1994,10,0
1995,9,0
1996,7,0
1997,9,0
1998,5,0
1999,6,0
2000,7,0
2001,7,0
2002,9,0
2003,5,0
2004,12,0
2005,9,0
2006,9,0
2007,7,0
2008,7,0
2009,6,0
2010,5,0
2011,0,0
2012,12,0
2013,14,0
2014,11,0
2015,14,0
2016,16,0
2017,17,0
2018,17,0
2019,28,0
