year,Boys,Girls
1880,6,0
1881,0,0
1882,0,0
1883,6,0
1884,0,0
1885,0,0
1886,0,0
1887,7,0
1888,5,0
1889,0,0
1890,6,0
1891,6,0
1892,0,0
1893,6,0
1894,9,0
1895,6,0
1896,0,0
1897,0,0
1898,10,0
1899,6,0
1900,5,0
1901,5,0
1902,8,0
1903,6,0
1904,0,0
1905,0,0
1906,6,0
1907,5,0
1908,5,0
1909,6,0
1910,6,0
1911,0,0
1912,7,0
1913,8,0
1914,7,0
1915,12,0
1916,12,0
1917,7,0
1918,16,0
1919,8,0
1920,16,0
1921,13,0
1922,6,0
1923,6,0
1924,6,0
1925,9,0
1926,5,0
1927,12,0
1928,8,0
1929,5,0
1930,10,0
1931,0,0
1932,7,0
1933,0,0
1934,9,0
1935,6,0
1936,6,0
1937,7,0
1938,0,0
1939,6,0
1940,5,0
1941,0,0
1942,7,0
1943,5,0
1944,6,0
1945,0,0
1946,0,0
1947,9,0
1948,6,0
1949,0,0
1950,0,0
1951,0,0
1952,5,0
1953,6,0
1954,5,0
1955,7,0
1956,6,0
1957,0,0
1958,6,0
1959,0,0
1960,8,0
1961,0,0
1962,0,0
1963,5,0
1964,6,0
1965,0,0
1966,0,0
1967,9,0
1968,0,0
1969,0,0
1970,0,0
1971,0,0
1972,7,0
1973,7,0
1974,9,0
1975,5,0
1976,5,0
1977,0,0
1978,5,0
1979,7,0
1980,6,0
1981,5,0
1982,5,0
1983,7,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,8,0
1989,0,0
1990,7,0
1991,0,0
1992,5,0
1993,5,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,6,0
1999,0,0
2000,6,0
2001,0,0
2002,0,0
2003,6,0
2004,0,0
2005,0,0
2006,7,0
2007,6,0
2008,0,0
2009,7,0
2010,5,0
2011,0,0
2012,7,0
2013,0,0
2014,5,0
2015,6,0
2016,0,0
2017,0,0
2018,6,0
2019,8,0
