year,F,M
1880,0,0
1881,0,0
1882,0,8
1883,0,0
1884,0,0
1885,0,8
1886,0,0
1887,0,6
1888,0,5
1889,0,7
1890,0,6
1891,0,7
1892,0,8
1893,0,0
1894,0,7
1895,0,0
1896,0,6
1897,0,6
1898,0,8
1899,0,0
1900,0,8
1901,0,0
1902,0,6
1903,0,0
1904,0,7
1905,0,0
1906,0,8
1907,0,8
1908,0,9
1909,0,6
1910,0,5
1911,0,8
1912,0,15
1913,0,16
1914,0,24
1915,0,35
1916,0,21
1917,0,21
1918,0,34
1919,0,41
1920,0,44
1921,0,46
1922,0,58
1923,0,47
1924,0,50
1925,0,39
1926,0,38
1927,0,35
1928,0,43
1929,0,29
1930,0,38
1931,0,48
1932,0,33
1933,0,37
1934,0,39
1935,0,21
1936,0,47
1937,0,31
1938,0,23
1939,0,37
1940,0,32
1941,0,35
1942,0,31
1943,0,29
1944,0,33
1945,0,28
1946,0,38
1947,0,43
1948,0,36
1949,0,38
1950,0,39
1951,0,61
1952,0,71
1953,0,47
1954,0,44
1955,0,65
1956,0,57
1957,0,72
1958,0,52
1959,0,74
1960,0,74
1961,0,62
1962,0,63
1963,0,76
1964,0,70
1965,0,72
1966,0,73
1967,0,57
1968,0,60
1969,0,61
1970,0,100
1971,0,129
1972,0,189
1973,6,141
1974,0,119
1975,5,128
1976,0,139
1977,0,104
1978,0,145
1979,0,173
1980,5,193
1981,10,168
1982,0,172
1983,0,178
1984,0,178
1985,0,248
1986,0,305
1987,0,309
1988,5,390
1989,0,398
1990,0,348
1991,0,310
1992,5,307
1993,16,297
1994,31,321
1995,33,318
1996,20,296
1997,21,376
1998,31,391
1999,22,392
2000,18,357
2001,9,361
2002,15,333
2003,14,339
2004,9,318
2005,11,347
2006,13,318
2007,15,316
2008,0,329
2009,5,306
2010,5,243
2011,0,212
2012,0,219
2013,6,251
2014,5,241
2015,12,247
2016,7,193
2017,0,155
2018,5,139
2019,8,117
