year,F,M
1880,427,0
1881,456,0
1882,547,0
1883,610,0
1884,711,0
1885,710,0
1886,787,0
1887,763,5
1888,942,0
1889,972,6
1890,953,0
1891,917,7
1892,1094,0
1893,1075,0
1894,1091,6
1895,1156,0
1896,1150,0
1897,1092,0
1898,1269,7
1899,1063,8
1900,1332,0
1901,1025,0
1902,1159,7
1903,1174,0
1904,1142,0
1905,1190,0
1906,1173,8
1907,1156,0
1908,1162,9
1909,1217,5
1910,1288,9
1911,1361,6
1912,1761,8
1913,1856,0
1914,2164,0
1915,2590,9
1916,2714,0
1917,2836,6
1918,2739,12
1919,2668,7
1920,2688,8
1921,2487,0
1922,2323,9
1923,2266,5
1924,2034,6
1925,1893,0
1926,1657,5
1927,1568,6
1928,1428,6
1929,1276,5
1930,1093,9
1931,955,5
1932,950,0
1933,797,11
1934,722,6
1935,726,6
1936,644,0
1937,550,0
1938,539,6
1939,519,0
1940,458,0
1941,456,0
1942,483,0
1943,429,0
1944,368,0
1945,364,0
1946,353,5
1947,377,0
1948,350,0
1949,379,0
1950,307,0
1951,340,0
1952,308,0
1953,336,0
1954,283,0
1955,228,0
1956,248,0
1957,221,0
1958,195,0
1959,186,0
1960,165,0
1961,178,0
1962,156,0
1963,134,0
1964,131,0
1965,108,0
1966,94,0
1967,85,0
1968,78,0
1969,58,0
1970,49,0
1971,62,0
1972,46,0
1973,42,0
1974,35,0
1975,40,0
1976,27,0
1977,28,0
1978,35,0
1979,30,0
1980,22,0
1981,29,0
1982,19,0
1983,26,0
1984,21,0
1985,23,0
1986,18,0
1987,19,0
1988,22,0
1989,27,0
1990,17,0
1991,21,0
1992,21,0
1993,15,0
1994,16,0
1995,11,0
1996,12,0
1997,12,0
1998,11,0
1999,11,0
2000,11,0
2001,9,0
2002,7,0
2003,8,0
2004,10,0
2005,8,0
2006,6,0
2007,6,0
2008,5,0
2009,5,0
2010,6,0
2011,7,0
2012,9,0
2013,10,0
2014,6,0
2015,0,0
2016,9,0
2017,8,0
2018,5,0
2019,0,0
