year,F,M
1880,0,47
1881,0,34
1882,0,66
1883,0,50
1884,0,40
1885,0,56
1886,0,55
1887,0,44
1888,0,45
1889,0,62
1890,0,59
1891,0,50
1892,0,60
1893,0,64
1894,0,63
1895,5,66
1896,6,69
1897,0,58
1898,0,64
1899,0,66
1900,0,86
1901,0,65
1902,0,60
1903,0,67
1904,0,87
1905,0,85
1906,0,77
1907,0,89
1908,5,99
1909,0,121
1910,0,98
1911,5,155
1912,0,328
1913,6,390
1914,7,530
1915,7,663
1916,16,740
1917,6,805
1918,12,988
1919,12,880
1920,19,996
1921,13,1070
1922,11,1106
1923,13,1224
1924,11,1312
1925,7,1353
1926,10,1414
1927,13,1458
1928,20,1630
1929,12,1617
1930,15,1711
1931,9,1790
1932,12,1936
1933,11,2036
1934,13,2402
1935,8,2448
1936,9,2630
1937,14,2808
1938,16,3128
1939,7,3233
1940,16,3790
1941,13,4302
1942,17,5385
1943,20,5431
1944,17,5261
1945,14,5613
1946,18,8457
1947,25,10524
1948,25,11065
1949,33,12265
1950,27,12676
1951,35,14086
1952,31,14483
1953,32,14042
1954,35,14152
1955,34,14076
1956,34,14666
1957,30,13876
1958,36,12464
1959,37,11902
1960,33,10956
1961,30,10715
1962,31,10036
1963,33,9282
1964,38,7896
1965,26,6324
1966,33,5842
1967,19,5069
1968,28,4488
1969,18,4042
1970,16,3483
1971,22,2972
1972,15,2314
1973,15,1912
1974,14,1854
1975,9,1790
1976,17,1691
1977,13,1702
1978,13,1701
1979,12,1714
1980,17,1654
1981,7,1635
1982,9,1589
1983,11,1440
1984,10,1461
1985,16,1412
1986,8,1348
1987,8,1305
1988,6,1283
1989,0,1211
1990,0,1170
1991,6,1039
1992,0,922
1993,0,822
1994,0,747
1995,5,665
1996,0,663
1997,0,630
1998,0,652
1999,0,588
2000,0,563
2001,0,579
2002,0,510
2003,0,509
2004,0,532
2005,0,489
2006,0,550
2007,0,636
2008,0,580
2009,0,586
2010,0,485
2011,0,574
2012,0,668
2013,0,708
2014,0,772
2015,0,764
2016,0,701
2017,0,719
2018,0,608
2019,0,616
