year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,5,0
1885,5,0
1886,0,0
1887,0,0
1888,10,0
1889,13,0
1890,10,0
1891,0,0
1892,0,0
1893,5,0
1894,8,0
1895,0,0
1896,9,0
1897,0,0
1898,0,0
1899,0,0
1900,6,0
1901,6,0
1902,0,0
1903,5,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,5,0
1909,5,0
1910,0,0
1911,0,0
1912,8,0
1913,0,0
1914,15,0
1915,12,0
1916,17,0
1917,19,0
1918,17,0
1919,19,0
1920,16,0
1921,29,0
1922,27,0
1923,25,0
1924,16,0
1925,25,0
1926,23,0
1927,18,0
1928,28,0
1929,23,0
1930,16,0
1931,23,0
1932,29,0
1933,31,0
1934,24,0
1935,23,0
1936,43,0
1937,34,0
1938,46,0
1939,35,0
1940,42,0
1941,43,0
1942,62,0
1943,55,0
1944,37,0
1945,58,0
1946,45,0
1947,59,0
1948,46,0
1949,48,0
1950,38,0
1951,50,0
1952,36,0
1953,41,0
1954,36,0
1955,28,0
1956,39,0
1957,39,0
1958,43,0
1959,43,0
1960,37,0
1961,38,0
1962,38,0
1963,45,0
1964,35,0
1965,23,0
1966,21,0
1967,20,0
1968,14,0
1969,18,0
1970,23,0
1971,27,0
1972,37,0
1973,23,0
1974,16,0
1975,23,0
1976,37,0
1977,31,0
1978,30,0
1979,32,0
1980,25,0
1981,28,0
1982,22,0
1983,21,0
1984,19,0
1985,16,0
1986,14,0
1987,14,0
1988,8,0
1989,10,0
1990,11,0
1991,10,0
1992,7,0
1993,8,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,6,0
2002,0,0
2003,0,0
2004,6,0
2005,0,0
2006,7,0
2007,5,0
2008,5,0
2009,9,0
2010,5,0
2011,11,0
2012,5,0
2013,0,0
2014,5,0
2015,0,0
2016,5,0
2017,5,0
2018,0,0
2019,0,0
