year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,6
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,5
1900,0,5
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,5
1909,0,5
1910,0,7
1911,0,6
1912,0,13
1913,0,8
1914,0,20
1915,0,18
1916,0,22
1917,0,17
1918,0,25
1919,0,21
1920,0,24
1921,0,30
1922,0,17
1923,0,23
1924,0,19
1925,0,25
1926,0,24
1927,0,19
1928,0,30
1929,0,19
1930,0,23
1931,0,18
1932,0,20
1933,0,27
1934,0,25
1935,0,17
1936,0,23
1937,0,29
1938,0,20
1939,0,25
1940,0,19
1941,0,27
1942,0,17
1943,0,28
1944,0,16
1945,0,11
1946,0,11
1947,0,19
1948,0,22
1949,0,21
1950,0,15
1951,0,18
1952,0,17
1953,0,12
1954,0,18
1955,0,12
1956,0,13
1957,0,26
1958,0,13
1959,0,23
1960,0,15
1961,0,30
1962,0,14
1963,0,17
1964,0,17
1965,0,13
1966,0,17
1967,0,14
1968,0,14
1969,0,14
1970,0,22
1971,0,23
1972,0,19
1973,0,21
1974,0,29
1975,0,30
1976,0,30
1977,0,25
1978,0,32
1979,0,35
1980,0,34
1981,0,38
1982,0,50
1983,0,72
1984,0,63
1985,0,100
1986,0,114
1987,0,109
1988,0,136
1989,0,155
1990,0,201
1991,0,230
1992,0,254
1993,0,327
1994,17,507
1995,27,527
1996,25,593
1997,36,783
1998,38,837
1999,35,820
2000,28,814
2001,35,794
2002,32,837
2003,30,1004
2004,53,1581
2005,28,1316
2006,31,1604
2007,28,1772
2008,16,1939
2009,26,2237
2010,27,2292
2011,28,2514
2012,27,3013
2013,37,3102
2014,29,3355
2015,28,3304
2016,31,3305
2017,30,3336
2018,20,3002
2019,11,3003
