year,Boys,Girls
1880,113,0
1881,103,0
1882,136,0
1883,130,0
1884,118,0
1885,127,0
1886,141,0
1887,117,0
1888,169,0
1889,144,0
1890,136,0
1891,138,0
1892,155,0
1893,129,0
1894,118,0
1895,133,0
1896,125,0
1897,138,0
1898,150,0
1899,135,0
1900,167,0
1901,111,0
1902,145,0
1903,123,0
1904,155,0
1905,128,0
1906,110,0
1907,157,0
1908,130,0
1909,137,0
1910,166,0
1911,153,0
1912,191,0
1913,216,0
1914,256,0
1915,347,0
1916,339,0
1917,447,0
1918,522,0
1919,608,0
1920,777,0
1921,818,0
1922,868,0
1923,1058,5
1924,1229,5
1925,1204,0
1926,1182,6
1927,1072,5
1928,1098,0
1929,1029,6
1930,1004,5
1931,1033,0
1932,999,5
1933,921,11
1934,916,0
1935,831,0
1936,825,6
1937,762,0
1938,869,9
1939,775,5
1940,749,0
1941,731,5
1942,724,0
1943,782,0
1944,719,0
1945,691,5
1946,679,0
1947,649,0
1948,616,0
1949,537,0
1950,438,0
1951,491,0
1952,371,0
1953,325,0
1954,321,0
1955,279,0
1956,246,0
1957,272,0
1958,204,0
1959,230,5
1960,174,0
1961,144,0
1962,119,0
1963,100,0
1964,98,0
1965,75,0
1966,68,0
1967,62,0
1968,63,0
1969,66,0
1970,53,0
1971,53,0
1972,32,0
1973,36,0
1974,29,0
1975,28,0
1976,20,0
1977,27,0
1978,18,0
1979,26,0
1980,23,0
1981,17,0
1982,17,0
1983,24,0
1984,14,0
1985,16,0
1986,14,0
1987,19,0
1988,11,0
1989,20,0
1990,11,0
1991,11,0
1992,0,0
1993,11,0
1994,7,0
1995,6,0
1996,10,0
1997,8,0
1998,9,0
1999,9,0
2000,8,0
2001,9,0
2002,7,0
2003,0,0
2004,6,0
2005,8,0
2006,10,0
2007,12,0
2008,14,0
2009,13,0
2010,13,0
2011,17,0
2012,14,0
2013,13,0
2014,17,0
2015,9,0
2016,7,0
2017,0,0
2018,7,0
2019,9,0
