year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,6
1892,0,0
1893,0,5
1894,0,0
1895,0,0
1896,0,6
1897,0,0
1898,0,6
1899,0,0
1900,0,0
1901,0,5
1902,0,5
1903,0,7
1904,0,0
1905,0,7
1906,0,10
1907,0,5
1908,0,7
1909,0,5
1910,0,7
1911,0,8
1912,0,9
1913,0,27
1914,0,36
1915,0,50
1916,0,46
1917,0,48
1918,0,47
1919,0,30
1920,0,39
1921,0,41
1922,0,38
1923,0,28
1924,0,45
1925,0,33
1926,0,32
1927,0,29
1928,0,34
1929,0,31
1930,0,22
1931,0,25
1932,0,23
1933,0,24
1934,0,14
1935,0,15
1936,0,16
1937,0,16
1938,0,12
1939,0,8
1940,0,8
1941,0,10
1942,0,11
1943,0,11
1944,0,6
1945,0,0
1946,0,7
1947,0,7
1948,0,5
1949,0,8
1950,0,8
1951,0,10
1952,0,14
1953,0,13
1954,0,9
1955,0,9
1956,0,0
1957,0,12
1958,0,7
1959,0,0
1960,0,9
1961,0,8
1962,0,5
1963,0,10
1964,0,8
1965,0,16
1966,0,11
1967,0,25
1968,0,8
1969,0,11
1970,0,11
1971,0,10
1972,0,11
1973,0,7
1974,0,7
1975,0,12
1976,0,6
1977,0,12
1978,0,7
1979,0,11
1980,0,12
1981,0,6
1982,0,10
1983,0,11
1984,0,15
1985,0,9
1986,0,6
1987,0,12
1988,0,6
1989,0,6
1990,0,13
1991,0,9
1992,0,10
1993,0,6
1994,0,9
1995,0,0
1996,0,9
1997,0,5
1998,0,9
1999,0,0
2000,0,6
2001,0,0
2002,0,9
2003,0,6
2004,0,5
2005,0,0
2006,0,5
2007,0,0
2008,0,8
2009,0,8
2010,0,6
2011,0,0
2012,0,0
2013,0,5
2014,0,5
2015,0,0
2016,0,5
2017,0,0
2018,0,0
2019,0,0
