year,F,M
1880,0,19
1881,0,11
1882,0,20
1883,0,15
1884,0,18
1885,0,16
1886,0,19
1887,0,15
1888,0,16
1889,0,14
1890,0,15
1891,0,19
1892,0,28
1893,0,28
1894,0,23
1895,0,27
1896,0,22
1897,0,15
1898,0,26
1899,0,15
1900,9,43
1901,0,22
1902,0,25
1903,0,36
1904,6,37
1905,6,37
1906,5,37
1907,0,40
1908,0,43
1909,7,45
1910,12,56
1911,10,78
1912,11,134
1913,13,197
1914,17,255
1915,24,352
1916,23,343
1917,15,342
1918,19,344
1919,34,333
1920,30,443
1921,23,425
1922,24,368
1923,26,351
1924,29,365
1925,24,356
1926,27,312
1927,24,337
1928,19,298
1929,20,270
1930,18,265
1931,16,264
1932,18,248
1933,14,207
1934,14,197
1935,17,194
1936,10,184
1937,16,181
1938,16,177
1939,12,156
1940,11,158
1941,12,169
1942,12,146
1943,12,189
1944,11,146
1945,8,115
1946,10,125
1947,8,148
1948,10,137
1949,8,119
1950,10,93
1951,7,108
1952,0,112
1953,0,94
1954,0,83
1955,0,105
1956,5,79
1957,5,87
1958,0,71
1959,6,79
1960,0,71
1961,0,79
1962,0,62
1963,0,63
1964,0,68
1965,0,47
1966,0,54
1967,0,52
1968,0,53
1969,0,52
1970,0,48
1971,0,46
1972,0,35
1973,0,40
1974,0,32
1975,0,36
1976,0,34
1977,0,29
1978,0,29
1979,0,36
1980,0,31
1981,0,30
1982,0,34
1983,0,29
1984,0,34
1985,0,46
1986,0,42
1987,0,60
1988,0,50
1989,0,51
1990,0,50
1991,0,50
1992,0,74
1993,0,65
1994,0,55
1995,0,62
1996,0,62
1997,0,72
1998,0,66
1999,0,79
2000,0,95
2001,0,113
2002,0,100
2003,0,100
2004,0,115
2005,0,137
2006,0,147
2007,0,175
2008,0,120
2009,0,135
2010,0,124
2011,0,108
2012,0,94
2013,0,88
2014,0,99
2015,0,103
2016,0,108
2017,0,82
2018,0,95
2019,0,93
