year,F,M
1880,0,29
1881,0,25
1882,0,28
1883,0,20
1884,0,19
1885,0,23
1886,0,29
1887,0,25
1888,0,35
1889,0,33
1890,0,29
1891,0,21
1892,0,32
1893,0,26
1894,0,22
1895,0,36
1896,0,40
1897,0,34
1898,0,28
1899,0,26
1900,0,27
1901,0,25
1902,0,19
1903,0,22
1904,0,17
1905,0,20
1906,0,28
1907,0,22
1908,0,36
1909,0,26
1910,0,38
1911,0,33
1912,0,66
1913,0,76
1914,5,72
1915,5,103
1916,0,104
1917,0,105
1918,0,107
1919,0,119
1920,8,151
1921,0,128
1922,0,112
1923,0,111
1924,0,113
1925,5,103
1926,0,91
1927,5,80
1928,0,92
1929,0,99
1930,0,91
1931,0,78
1932,0,69
1933,0,66
1934,0,71
1935,0,75
1936,0,60
1937,0,83
1938,0,60
1939,0,57
1940,0,73
1941,0,65
1942,0,72
1943,0,71
1944,0,80
1945,0,71
1946,0,77
1947,0,75
1948,0,59
1949,0,77
1950,0,54
1951,0,73
1952,0,65
1953,0,56
1954,0,66
1955,0,61
1956,0,53
1957,0,43
1958,0,54
1959,0,57
1960,0,31
1961,0,48
1962,0,48
1963,0,39
1964,0,34
1965,0,41
1966,0,42
1967,0,33
1968,0,33
1969,0,43
1970,0,40
1971,0,47
1972,0,52
1973,0,49
1974,0,67
1975,0,61
1976,0,60
1977,0,71
1978,0,47
1979,0,52
1980,5,60
1981,0,60
1982,0,70
1983,0,79
1984,0,85
1985,0,87
1986,0,81
1987,0,83
1988,0,99
1989,0,128
1990,0,147
1991,5,176
1992,0,197
1993,5,255
1994,11,369
1995,10,450
1996,10,504
1997,13,536
1998,9,542
1999,8,534
2000,5,578
2001,8,629
2002,6,622
2003,13,625
2004,18,722
2005,9,803
2006,12,696
2007,8,601
2008,6,553
2009,6,589
2010,7,649
2011,10,675
2012,8,707
2013,17,840
2014,19,1044
2015,18,1010
2016,14,1048
2017,19,1100
2018,27,1337
2019,40,1627
