year,Girls,Boys
1880,0,12
1881,0,6
1882,0,11
1883,0,0
1884,0,8
1885,0,8
1886,0,5
1887,0,7
1888,0,12
1889,0,5
1890,0,6
1891,0,0
1892,0,7
1893,0,12
1894,0,7
1895,0,0
1896,0,9
1897,0,10
1898,0,6
1899,0,8
1900,0,12
1901,0,0
1902,0,0
1903,0,5
1904,0,0
1905,0,5
1906,0,0
1907,0,6
1908,0,0
1909,0,5
1910,0,7
1911,0,10
1912,0,11
1913,0,15
1914,0,17
1915,0,17
1916,0,21
1917,0,25
1918,0,21
1919,0,26
1920,0,19
1921,0,20
1922,0,20
1923,0,20
1924,0,19
1925,0,11
1926,0,13
1927,0,27
1928,0,18
1929,0,15
1930,0,9
1931,0,19
1932,0,14
1933,0,14
1934,0,21
1935,0,9
1936,0,11
1937,0,12
1938,0,7
1939,0,17
1940,0,15
1941,0,15
1942,0,18
1943,0,11
1944,0,16
1945,0,22
1946,0,12
1947,0,15
1948,0,14
1949,0,13
1950,0,19
1951,0,21
1952,0,16
1953,0,25
1954,0,18
1955,0,17
1956,0,17
1957,0,25
1958,0,22
1959,0,15
1960,0,11
1961,0,8
1962,0,17
1963,0,13
1964,0,6
1965,0,7
1966,0,7
1967,0,8
1968,0,12
1969,0,6
1970,0,7
1971,0,16
1972,0,6
1973,0,6
1974,0,0
1975,0,6
1976,0,12
1977,0,0
1978,0,0
1979,0,6
1980,0,6
1981,0,8
1982,0,11
1983,0,6
1984,0,0
1985,0,0
1986,0,6
1987,0,6
1988,0,10
1989,0,5
1990,0,5
1991,0,5
1992,0,7
1993,0,8
1994,0,0
1995,0,5
1996,0,9
1997,0,7
1998,0,7
1999,0,7
2000,0,10
2001,0,8
2002,0,0
2003,0,7
2004,0,8
2005,0,10
2006,0,10
2007,0,8
2008,0,0
2009,0,6
2010,0,15
2011,0,8
2012,0,23
2013,0,23
2014,0,19
2015,0,16
2016,0,19
2017,0,19
2018,0,25
2019,0,26
