year,F,M
1880,8,1755
1881,11,1670
1882,7,1805
1883,5,1705
1884,7,1902
1885,7,1808
1886,11,1880
1887,0,1704
1888,5,2040
1889,9,1916
1890,12,1905
1891,10,1668
1892,10,2229
1893,15,2004
1894,17,2010
1895,11,2015
1896,9,2017
1897,17,1895
1898,11,2002
1899,6,1749
1900,11,2298
1901,17,1718
1902,12,1858
1903,13,1840
1904,13,1873
1905,9,1902
1906,12,1934
1907,21,2095
1908,6,2192
1909,15,2287
1910,11,2596
1911,12,3074
1912,39,5809
1913,40,6890
1914,37,8962
1915,55,11255
1916,74,11760
1917,76,12582
1918,80,13338
1919,66,12880
1920,69,13293
1921,74,13005
1922,83,12631
1923,78,12433
1924,86,12695
1925,100,12130
1926,92,11775
1927,93,11345
1928,89,10652
1929,100,9851
1930,84,9729
1931,71,8944
1932,75,8665
1933,56,7756
1934,61,8091
1935,57,7815
1936,36,7536
1937,51,7483
1938,39,7560
1939,51,7319
1940,39,7724
1941,38,7747
1942,45,8679
1943,47,9037
1944,44,8160
1945,28,7576
1946,43,8667
1947,36,9213
1948,28,8626
1949,30,8298
1950,36,7794
1951,32,8039
1952,26,7900
1953,34,7510
1954,33,7483
1955,36,7304
1956,34,7008
1957,30,6717
1958,35,6311
1959,36,6118
1960,31,5767
1961,36,5460
1962,34,5280
1963,29,5065
1964,15,4849
1965,18,4485
1966,24,4054
1967,22,3811
1968,29,3588
1969,28,3569
1970,31,3586
1971,27,3361
1972,30,2913
1973,16,2630
1974,11,2489
1975,24,2358
1976,20,2102
1977,13,2185
1978,22,1990
1979,22,2121
1980,16,2010
1981,17,1990
1982,19,1911
1983,10,1767
1984,9,1689
1985,20,1689
1986,10,1715
1987,20,1575
1988,23,1610
1989,6,1611
1990,7,1614
1991,0,1539
1992,10,1422
1993,8,1356
1994,7,1151
1995,6,1063
1996,0,1035
1997,0,1026
1998,0,896
1999,0,918
2000,0,949
2001,0,826
2002,0,833
2003,0,774
2004,0,766
2005,0,770
2006,0,850
2007,0,810
2008,0,764
2009,0,789
2010,0,781
2011,0,800
2012,0,803
2013,0,938
2014,0,984
2015,0,1157
2016,0,1169
2017,0,1364
2018,0,1310
2019,0,1275
