year,F,M
1880,0,6
1881,0,8
1882,0,0
1883,0,7
1884,0,11
1885,0,9
1886,0,12
1887,0,8
1888,0,17
1889,0,5
1890,0,11
1891,0,8
1892,0,21
1893,0,11
1894,0,21
1895,0,23
1896,0,18
1897,0,24
1898,0,23
1899,0,22
1900,0,30
1901,0,18
1902,0,38
1903,0,22
1904,0,32
1905,0,31
1906,0,40
1907,0,42
1908,0,63
1909,0,50
1910,0,69
1911,0,94
1912,0,212
1913,9,243
1914,0,350
1915,0,491
1916,0,515
1917,0,466
1918,0,519
1919,0,473
1920,11,544
1921,5,587
1922,9,600
1923,5,617
1924,0,633
1925,7,682
1926,0,640
1927,8,626
1928,8,658
1929,10,640
1930,7,671
1931,10,641
1932,5,650
1933,6,593
1934,0,618
1935,6,655
1936,0,629
1937,9,583
1938,6,580
1939,0,596
1940,25,1625
1941,15,1094
1942,13,845
1943,6,812
1944,5,697
1945,10,587
1946,12,613
1947,12,716
1948,11,676
1949,11,713
1950,12,841
1951,9,871
1952,7,879
1953,16,887
1954,23,946
1955,12,965
1956,9,1009
1957,14,1115
1958,11,1186
1959,21,1204
1960,11,1144
1961,14,1222
1962,21,1091
1963,13,1074
1964,20,1015
1965,10,862
1966,7,716
1967,15,667
1968,15,615
1969,15,560
1970,0,537
1971,0,535
1972,9,432
1973,0,389
1974,0,329
1975,6,322
1976,0,283
1977,5,291
1978,6,319
1979,0,279
1980,5,317
1981,0,300
1982,7,303
1983,8,278
1984,0,257
1985,0,248
1986,0,233
1987,0,212
1988,0,240
1989,0,229
1990,0,222
1991,0,193
1992,0,186
1993,0,186
1994,0,153
1995,0,160
1996,0,120
1997,0,117
1998,0,104
1999,0,114
2000,0,99
2001,0,94
2002,0,108
2003,0,90
2004,0,92
2005,0,84
2006,0,96
2007,0,79
2008,0,88
2009,0,73
2010,0,61
2011,0,52
2012,0,72
2013,0,70
2014,0,78
2015,0,76
2016,0,90
2017,0,76
2018,0,76
2019,5,78
