year,Boys,Girls
1880,0,82
1881,0,81
1882,0,81
1883,0,73
1884,0,82
1885,0,92
1886,0,106
1887,0,112
1888,0,103
1889,0,102
1890,0,94
1891,0,97
1892,0,116
1893,0,104
1894,0,104
1895,0,125
1896,0,120
1897,0,111
1898,0,156
1899,0,115
1900,0,161
1901,0,130
1902,0,163
1903,0,165
1904,0,177
1905,0,167
1906,0,175
1907,0,209
1908,0,233
1909,0,259
1910,0,298
1911,0,386
1912,7,832
1913,5,1044
1914,8,1248
1915,0,1685
1916,8,1680
1917,10,1749
1918,9,1800
1919,17,1689
1920,14,1741
1921,12,1755
1922,15,1716
1923,10,1672
1924,10,1667
1925,12,1597
1926,17,1510
1927,14,1361
1928,10,1401
1929,7,1293
1930,9,1214
1931,8,1086
1932,5,1016
1933,9,896
1934,6,921
1935,8,860
1936,11,780
1937,9,726
1938,0,842
1939,0,702
1940,6,705
1941,0,667
1942,0,687
1943,7,667
1944,5,586
1945,5,508
1946,0,523
1947,0,595
1948,0,537
1949,0,487
1950,0,489
1951,0,436
1952,0,414
1953,5,438
1954,7,429
1955,0,435
1956,0,402
1957,0,383
1958,0,353
1959,5,353
1960,0,356
1961,0,309
1962,0,309
1963,0,268
1964,0,276
1965,0,255
1966,0,238
1967,0,176
1968,0,180
1969,0,204
1970,0,149
1971,0,193
1972,0,132
1973,0,127
1974,0,124
1975,0,121
1976,0,105
1977,0,107
1978,0,112
1979,0,105
1980,0,95
1981,0,103
1982,0,97
1983,0,73
1984,0,73
1985,0,80
1986,0,65
1987,0,62
1988,0,72
1989,0,62
1990,0,52
1991,0,59
1992,0,53
1993,0,39
1994,0,42
1995,0,41
1996,0,37
1997,0,38
1998,0,41
1999,0,31
2000,0,29
2001,0,28
2002,0,26
2003,0,29
2004,0,25
2005,0,18
2006,0,23
2007,0,26
2008,0,24
2009,0,24
2010,0,22
2011,0,21
2012,0,15
2013,0,21
2014,0,23
2015,0,30
2016,0,24
2017,0,27
2018,0,27
2019,0,36
