year,F,M
1880,0,13
1881,0,0
1882,0,7
1883,0,12
1884,0,10
1885,0,6
1886,0,9
1887,0,5
1888,0,11
1889,0,0
1890,0,0
1891,0,5
1892,0,0
1893,0,0
1894,0,5
1895,0,0
1896,0,7
1897,0,5
1898,0,14
1899,0,23
1900,0,12
1901,0,0
1902,0,9
1903,0,8
1904,0,0
1905,0,6
1906,0,9
1907,0,8
1908,0,7
1909,0,16
1910,0,11
1911,0,7
1912,0,16
1913,0,17
1914,0,13
1915,0,30
1916,0,41
1917,0,33
1918,5,22
1919,0,29
1920,0,39
1921,0,32
1922,0,27
1923,0,25
1924,0,25
1925,0,31
1926,0,26
1927,0,22
1928,0,30
1929,0,30
1930,0,18
1931,0,20
1932,0,17
1933,0,24
1934,0,16
1935,0,9
1936,0,12
1937,0,17
1938,0,17
1939,0,21
1940,0,24
1941,0,17
1942,0,15
1943,0,20
1944,0,18
1945,0,14
1946,0,18
1947,0,18
1948,0,15
1949,0,9
1950,0,19
1951,0,19
1952,0,13
1953,0,16
1954,0,5
1955,0,13
1956,0,16
1957,0,12
1958,0,10
1959,0,10
1960,0,9
1961,0,0
1962,0,13
1963,0,10
1964,0,6
1965,0,6
1966,0,7
1967,0,0
1968,0,6
1969,0,0
1970,0,10
1971,0,0
1972,0,7
1973,0,6
1974,0,0
1975,0,0
1976,0,5
1977,0,5
1978,0,9
1979,0,5
1980,0,0
1981,0,0
1982,0,6
1983,0,0
1984,0,7
1985,0,7
1986,0,5
1987,0,5
1988,0,0
1989,0,0
1990,0,8
1991,0,0
1992,0,12
1993,0,9
1994,0,14
1995,0,0
1996,0,12
1997,0,0
1998,0,8
1999,0,10
2000,0,7
2001,0,10
2002,0,9
2003,0,11
2004,0,14
2005,0,6
2006,0,7
2007,0,7
2008,0,14
2009,0,19
2010,0,17
2011,0,17
2012,0,17
2013,0,16
2014,0,21
2015,0,19
2016,0,20
2017,0,22
2018,0,34
2019,0,36
