year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,5,0
1892,9,0
1893,8,0
1894,8,0
1895,8,0
1896,13,0
1897,20,0
1898,14,0
1899,15,0
1900,25,0
1901,17,0
1902,12,0
1903,33,0
1904,32,0
1905,36,0
1906,35,0
1907,43,0
1908,68,0
1909,63,0
1910,88,0
1911,118,0
1912,165,0
1913,185,0
1914,280,0
1915,361,0
1916,397,0
1917,394,0
1918,374,0
1919,311,0
1920,313,0
1921,305,0
1922,223,0
1923,244,0
1924,224,0
1925,165,0
1926,166,0
1927,126,0
1928,124,0
1929,98,0
1930,102,0
1931,89,0
1932,131,0
1933,106,0
1934,128,0
1935,156,0
1936,169,0
1937,209,0
1938,232,0
1939,283,0
1940,394,0
1941,491,0
1942,663,0
1943,800,0
1944,898,0
1945,871,0
1946,1508,0
1947,1693,7
1948,2103,0
1949,2515,10
1950,2643,0
1951,2574,0
1952,2930,6
1953,3084,0
1954,3369,8
1955,3751,7
1956,3912,14
1957,4215,7
1958,4252,9
1959,4827,13
1960,5270,13
1961,5810,12
1962,6262,20
1963,6820,18
1964,7937,17
1965,9764,39
1966,10163,38
1967,13349,42
1968,12955,31
1969,14491,47
1970,15388,61
1971,15142,52
1972,16886,57
1973,17265,67
1974,16981,61
1975,15775,72
1976,15179,60
1977,15420,57
1978,16230,61
1979,16204,75
1980,17841,75
1981,20209,97
1982,20857,82
1983,22331,96
1984,23023,107
1985,23240,113
1986,22649,97
1987,22398,106
1988,22840,92
1989,22768,143
1990,24861,102
1991,22777,89
1992,19673,72
1993,17183,62
1994,14748,53
1995,12979,45
1996,11642,37
1997,9778,30
1998,8491,19
1999,7692,22
2000,7028,11
2001,6611,18
2002,6269,18
2003,5602,11
2004,5181,16
2005,4700,10
2006,4508,6
2007,3810,8
2008,3318,8
2009,2921,6
2010,2488,0
2011,2149,6
2012,1887,0
2013,1675,0
2014,1641,0
2015,1558,0
2016,1370,0
2017,1133,0
2018,1026,0
2019,891,0
