year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,6,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,5,0
1904,8,0
1905,0,0
1906,6,0
1907,6,0
1908,7,0
1909,8,0
1910,16,0
1911,10,0
1912,10,0
1913,34,0
1914,31,0
1915,44,0
1916,57,0
1917,58,0
1918,78,0
1919,56,0
1920,54,0
1921,51,0
1922,31,0
1923,41,0
1924,29,0
1925,20,0
1926,23,0
1927,10,0
1928,17,0
1929,12,0
1930,14,0
1931,9,0
1932,16,0
1933,0,0
1934,7,0
1935,14,0
1936,5,0
1937,0,0
1938,10,0
1939,8,0
1940,9,0
1941,9,0
1942,15,0
1943,14,0
1944,16,0
1945,17,0
1946,21,0
1947,22,0
1948,24,0
1949,19,0
1950,35,0
1951,18,0
1952,20,0
1953,31,0
1954,44,0
1955,43,0
1956,39,0
1957,60,0
1958,59,0
1959,59,0
1960,89,0
1961,89,0
1962,110,0
1963,108,0
1964,122,0
1965,139,0
1966,142,0
1967,148,0
1968,179,0
1969,222,0
1970,305,0
1971,304,0
1972,235,0
1973,231,0
1974,237,0
1975,220,0
1976,211,0
1977,264,0
1978,204,0
1979,200,0
1980,188,0
1981,171,0
1982,172,0
1983,184,0
1984,165,0
1985,190,0
1986,202,0
1987,156,0
1988,170,0
1989,167,0
1990,174,0
1991,180,0
1992,190,0
1993,167,0
1994,131,0
1995,95,0
1996,117,0
1997,99,0
1998,97,0
1999,95,0
2000,85,0
2001,81,0
2002,75,0
2003,72,0
2004,49,0
2005,51,0
2006,56,0
2007,44,0
2008,39,0
2009,36,0
2010,27,0
2011,17,0
2012,10,0
2013,14,0
2014,20,0
2015,14,0
2016,11,0
2017,10,0
2018,5,0
2019,7,0
