year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,6,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,8,0
1914,13,0
1915,11,0
1916,15,0
1917,16,0
1918,17,0
1919,9,0
1920,11,0
1921,23,0
1922,21,0
1923,23,0
1924,20,0
1925,18,0
1926,25,0
1927,25,0
1928,29,0
1929,37,0
1930,71,0
1931,51,0
1932,70,0
1933,54,0
1934,86,0
1935,92,0
1936,180,0
1937,560,0
1938,1117,5
1939,862,5
1940,713,0
1941,567,0
1942,600,0
1943,525,5
1944,405,0
1945,455,0
1946,484,0
1947,496,0
1948,424,0
1949,412,0
1950,345,0
1951,397,0
1952,389,0
1953,413,0
1954,426,0
1955,444,0
1956,472,0
1957,529,0
1958,523,0
1959,677,0
1960,758,0
1961,867,0
1962,855,0
1963,996,0
1964,1053,0
1965,1124,0
1966,1320,6
1967,1336,8
1968,1337,0
1969,1313,0
1970,1310,0
1971,1187,6
1972,1191,0
1973,884,9
1974,755,0
1975,617,0
1976,583,0
1977,519,0
1978,481,0
1979,438,0
1980,397,0
1981,401,0
1982,372,0
1983,314,0
1984,266,0
1985,303,0
1986,318,0
1987,303,0
1988,294,0
1989,272,0
1990,237,0
1991,206,0
1992,196,0
1993,170,0
1994,169,0
1995,121,0
1996,141,0
1997,151,0
1998,159,0
1999,146,0
2000,123,0
2001,106,0
2002,110,0
2003,114,0
2004,133,0
2005,126,0
2006,128,0
2007,105,0
2008,120,0
2009,120,0
2010,109,0
2011,108,0
2012,114,0
2013,110,0
2014,110,0
2015,86,0
2016,92,0
2017,69,0
2018,76,0
2019,80,0
