year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,5
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,11
1915,0,0
1916,0,0
1917,0,0
1918,0,7
1919,0,8
1920,0,6
1921,0,7
1922,0,7
1923,0,5
1924,0,0
1925,0,6
1926,0,5
1927,0,0
1928,0,0
1929,0,6
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,6,0
1940,0,0
1941,5,0
1942,0,0
1943,0,0
1944,0,0
1945,7,0
1946,0,0
1947,8,0
1948,0,0
1949,9,0
1950,0,0
1951,7,0
1952,6,0
1953,12,0
1954,7,0
1955,8,0
1956,10,0
1957,7,0
1958,9,0
1959,8,0
1960,15,6
1961,7,0
1962,7,0
1963,5,0
1964,0,0
1965,0,0
1966,6,0
1967,0,0
1968,5,0
1969,0,0
1970,11,0
1971,16,0
1972,9,7
1973,0,0
1974,9,9
1975,11,10
1976,9,6
1977,13,7
1978,16,9
1979,7,9
1980,10,13
1981,14,8
1982,11,14
1983,13,12
1984,12,12
1985,8,6
1986,11,8
1987,8,9
1988,9,8
1989,8,11
1990,12,5
1991,16,6
1992,6,0
1993,0,7
1994,13,9
1995,5,0
1996,8,7
1997,0,8
1998,0,5
1999,5,5
2000,11,5
2001,11,7
2002,0,5
2003,0,8
2004,0,8
2005,0,8
2006,7,0
2007,0,5
2008,5,0
2009,0,10
2010,0,7
2011,0,0
2012,0,0
2013,0,6
2014,7,5
2015,0,8
2016,0,10
2017,6,8
2018,5,14
2019,0,8
