year,Boys,Girls
1880,81,0
1881,67,0
1882,79,0
1883,79,0
1884,87,0
1885,112,0
1886,137,0
1887,135,0
1888,166,0
1889,166,0
1890,223,0
1891,218,0
1892,275,0
1893,286,0
1894,288,0
1895,276,0
1896,340,0
1897,357,0
1898,391,0
1899,371,0
1900,446,0
1901,390,0
1902,411,0
1903,464,0
1904,497,0
1905,528,0
1906,617,5
1907,611,6
1908,748,0
1909,847,0
1910,1000,0
1911,1184,0
1912,1639,9
1913,2013,9
1914,2565,13
1915,3284,8
1916,3414,8
1917,3469,12
1918,3675,8
1919,3412,7
1920,3317,5
1921,3297,18
1922,2961,7
1923,2838,14
1924,2757,7
1925,2537,17
1926,2528,16
1927,2347,9
1928,2222,15
1929,2038,16
1930,1830,11
1931,1927,12
1932,2568,16
1933,2935,13
1934,3476,16
1935,3620,19
1936,4156,24
1937,4367,18
1938,4257,13
1939,3870,22
1940,3802,20
1941,3787,16
1942,3729,7
1943,3624,18
1944,3290,15
1945,3375,11
1946,4092,13
1947,4099,16
1948,3672,9
1949,3815,9
1950,3612,10
1951,3776,10
1952,3790,8
1953,3812,7
1954,4084,9
1955,4003,12
1956,4144,8
1957,4307,22
1958,4159,12
1959,3848,18
1960,3826,10
1961,3746,21
1962,3457,20
1963,3281,12
1964,2943,11
1965,2959,13
1966,2410,6
1967,2211,12
1968,1962,11
1969,1814,13
1970,1727,10
1971,1577,11
1972,1464,5
1973,1346,0
1974,1355,9
1975,1143,9
1976,1058,5
1977,981,8
1978,949,6
1979,1016,5
1980,961,7
1981,1008,6
1982,984,8
1983,1038,6
1984,1002,13
1985,929,7
1986,877,7
1987,862,8
1988,855,8
1989,799,8
1990,818,5
1991,831,0
1992,710,5
1993,686,0
1994,593,0
1995,589,0
1996,553,0
1997,516,0
1998,553,0
1999,539,0
2000,539,0
2001,515,0
2002,533,0
2003,503,0
2004,512,0
2005,546,0
2006,581,0
2007,587,0
2008,556,0
2009,555,0
2010,525,0
2011,529,0
2012,577,0
2013,593,0
2014,633,0
2015,659,0
2016,621,0
2017,645,0
2018,631,0
2019,605,0
