year,F,M
1880,0,14
1881,0,12
1882,0,10
1883,0,10
1884,0,10
1885,0,10
1886,0,10
1887,0,8
1888,0,10
1889,0,10
1890,0,17
1891,0,8
1892,0,11
1893,0,9
1894,0,12
1895,0,11
1896,0,13
1897,0,9
1898,0,9
1899,0,8
1900,0,10
1901,0,9
1902,0,9
1903,0,7
1904,0,12
1905,0,14
1906,0,8
1907,0,10
1908,0,16
1909,0,17
1910,0,25
1911,0,49
1912,0,118
1913,0,157
1914,0,245
1915,0,303
1916,0,376
1917,0,434
1918,0,511
1919,0,576
1920,0,660
1921,0,700
1922,0,735
1923,0,723
1924,5,786
1925,0,668
1926,0,660
1927,0,569
1928,5,568
1929,0,464
1930,0,446
1931,0,341
1932,0,267
1933,0,245
1934,0,186
1935,0,159
1936,0,162
1937,0,145
1938,0,114
1939,0,112
1940,0,84
1941,0,81
1942,0,81
1943,0,65
1944,0,50
1945,0,58
1946,0,45
1947,0,63
1948,0,44
1949,0,33
1950,0,27
1951,0,25
1952,0,36
1953,0,29
1954,0,27
1955,0,24
1956,0,30
1957,0,28
1958,0,19
1959,0,19
1960,0,19
1961,0,20
1962,0,9
1963,0,16
1964,0,8
1965,0,16
1966,0,18
1967,0,18
1968,0,10
1969,0,9
1970,0,12
1971,0,14
1972,0,11
1973,0,5
1974,0,10
1975,0,7
1976,0,7
1977,0,12
1978,0,6
1979,0,0
1980,0,5
1981,0,0
1982,0,6
1983,0,0
1984,0,0
1985,0,6
1986,0,8
1987,0,6
1988,0,9
1989,0,5
1990,0,6
1991,0,8
1992,0,6
1993,0,7
1994,0,0
1995,0,0
1996,0,5
1997,0,0
1998,0,0
1999,0,6
2000,0,0
2001,0,7
2002,0,0
2003,0,0
2004,0,8
2005,0,0
2006,0,5
2007,0,6
2008,0,0
2009,0,0
2010,0,5
2011,0,6
2012,0,0
2013,0,6
2014,0,5
2015,0,0
2016,0,10
2017,0,5
2018,0,0
2019,0,0
