year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,7
1885,0,0
1886,0,5
1887,0,0
1888,0,8
1889,0,10
1890,0,10
1891,0,8
1892,0,11
1893,0,5
1894,0,7
1895,0,0
1896,0,6
1897,0,0
1898,0,7
1899,0,9
1900,0,10
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,6
1911,0,9
1912,0,11
1913,0,9
1914,0,12
1915,0,10
1916,0,13
1917,0,18
1918,0,18
1919,0,16
1920,0,15
1921,0,14
1922,0,17
1923,0,15
1924,0,15
1925,0,19
1926,0,12
1927,0,17
1928,0,7
1929,0,10
1930,0,9
1931,0,13
1932,0,15
1933,0,10
1934,0,13
1935,0,8
1936,0,16
1937,0,8
1938,0,7
1939,0,11
1940,0,8
1941,0,9
1942,0,0
1943,0,8
1944,0,11
1945,0,16
1946,0,20
1947,0,11
1948,0,15
1949,0,16
1950,0,11
1951,0,15
1952,0,18
1953,0,12
1954,0,14
1955,0,15
1956,0,8
1957,0,16
1958,0,10
1959,0,10
1960,0,10
1961,0,6
1962,0,6
1963,0,9
1964,0,8
1965,0,15
1966,0,7
1967,0,7
1968,0,9
1969,0,8
1970,0,11
1971,0,9
1972,0,11
1973,0,6
1974,0,8
1975,0,10
1976,0,8
1977,0,8
1978,0,7
1979,0,7
1980,0,9
1981,0,10
1982,0,8
1983,0,11
1984,0,7
1985,0,5
1986,0,9
1987,0,0
1988,0,10
1989,0,14
1990,0,26
1991,0,30
1992,0,34
1993,10,52
1994,9,32
1995,14,58
1996,10,67
1997,11,69
1998,11,86
1999,19,81
2000,19,85
2001,13,124
2002,29,159
2003,20,171
2004,18,177
2005,22,190
2006,29,203
2007,37,314
2008,22,332
2009,38,380
2010,28,371
2011,29,487
2012,48,548
2013,53,540
2014,49,633
2015,70,667
2016,80,783
2017,91,796
2018,83,820
2019,74,776
