year,F,M
1880,0,35
1881,0,26
1882,0,33
1883,0,28
1884,0,32
1885,0,23
1886,0,29
1887,0,41
1888,0,38
1889,0,28
1890,0,30
1891,0,33
1892,0,33
1893,0,21
1894,0,27
1895,0,35
1896,0,28
1897,0,23
1898,0,40
1899,0,39
1900,0,44
1901,0,30
1902,0,32
1903,0,28
1904,0,44
1905,0,38
1906,0,29
1907,0,41
1908,0,61
1909,0,49
1910,0,54
1911,0,70
1912,0,105
1913,0,124
1914,0,124
1915,0,153
1916,0,169
1917,0,204
1918,0,210
1919,0,160
1920,0,229
1921,0,195
1922,6,197
1923,0,199
1924,0,188
1925,0,177
1926,0,176
1927,0,180
1928,0,168
1929,0,157
1930,0,153
1931,6,141
1932,0,151
1933,0,155
1934,0,185
1935,0,163
1936,0,193
1937,0,180
1938,0,205
1939,0,261
1940,0,260
1941,0,291
1942,0,313
1943,0,351
1944,0,282
1945,0,266
1946,0,303
1947,0,337
1948,0,314
1949,0,319
1950,5,322
1951,0,395
1952,0,340
1953,0,295
1954,0,292
1955,0,325
1956,6,307
1957,0,274
1958,0,285
1959,0,318
1960,5,358
1961,0,396
1962,0,379
1963,5,410
1964,0,425
1965,0,455
1966,0,367
1967,0,375
1968,7,540
1969,0,709
1970,8,718
1971,0,622
1972,0,621
1973,6,592
1974,7,564
1975,6,696
1976,6,770
1977,0,732
1978,14,738
1979,12,851
1980,17,721
1981,11,826
1982,18,926
1983,20,942
1984,10,936
1985,16,1114
1986,28,1645
1987,54,2249
1988,68,2693
1989,103,3127
1990,137,3419
1991,131,3562
1992,131,3694
1993,143,3883
1994,139,3812
1995,123,3617
1996,114,3609
1997,115,3766
1998,161,4619
1999,115,4192
2000,99,4043
2001,84,3732
2002,90,3448
2003,54,2908
2004,69,2664
2005,38,2315
2006,43,2185
2007,46,2365
2008,52,2091
2009,38,1693
2010,57,1554
2011,100,1584
2012,145,1535
2013,179,1457
2014,203,1518
2015,239,1433
2016,245,1367
2017,267,1207
2018,247,1110
2019,241,1031
