year,Boys,Girls
1880,0,0
1881,5,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,9,0
1887,5,0
1888,0,0
1889,10,0
1890,7,0
1891,0,0
1892,0,0
1893,5,0
1894,5,0
1895,6,0
1896,5,0
1897,8,0
1898,9,0
1899,7,0
1900,6,0
1901,6,0
1902,0,0
1903,6,0
1904,7,0
1905,9,0
1906,0,0
1907,14,0
1908,9,0
1909,12,0
1910,17,0
1911,14,0
1912,12,0
1913,19,0
1914,13,0
1915,17,0
1916,15,0
1917,33,0
1918,21,0
1919,27,0
1920,19,0
1921,21,0
1922,19,0
1923,36,0
1924,48,0
1925,24,0
1926,36,0
1927,49,0
1928,37,0
1929,25,0
1930,40,0
1931,33,0
1932,38,0
1933,24,0
1934,24,0
1935,25,0
1936,29,0
1937,33,0
1938,25,0
1939,29,0
1940,18,0
1941,28,0
1942,23,0
1943,30,0
1944,44,0
1945,38,0
1946,54,0
1947,46,0
1948,65,0
1949,71,0
1950,84,0
1951,70,0
1952,70,0
1953,104,0
1954,126,0
1955,108,0
1956,134,0
1957,164,0
1958,204,0
1959,188,0
1960,175,0
1961,183,0
1962,200,0
1963,193,0
1964,187,0
1965,189,0
1966,214,0
1967,197,0
1968,238,0
1969,200,0
1970,246,0
1971,275,0
1972,287,0
1973,321,0
1974,353,0
1975,373,0
1976,422,0
1977,361,0
1978,387,0
1979,426,0
1980,427,5
1981,472,6
1982,400,6
1983,389,0
1984,397,5
1985,374,6
1986,387,0
1987,379,6
1988,412,6
1989,428,6
1990,424,6
1991,405,0
1992,429,0
1993,537,0
1994,491,0
1995,407,0
1996,418,0
1997,358,0
1998,330,0
1999,342,0
2000,323,0
2001,298,0
2002,319,0
2003,276,0
2004,291,0
2005,293,0
2006,301,0
2007,267,0
2008,257,0
2009,223,0
2010,219,0
2011,198,0
2012,158,0
2013,130,0
2014,132,0
2015,124,0
2016,113,0
2017,114,0
2018,114,0
2019,80,0
