year,Boys,Girls
1880,13,0
1881,13,0
1882,14,0
1883,10,0
1884,9,0
1885,13,0
1886,15,0
1887,16,0
1888,14,0
1889,24,0
1890,15,0
1891,15,0
1892,20,0
1893,13,0
1894,13,0
1895,18,0
1896,28,0
1897,22,0
1898,23,0
1899,17,0
1900,31,0
1901,18,0
1902,26,0
1903,17,0
1904,14,0
1905,20,0
1906,21,0
1907,22,0
1908,25,0
1909,24,0
1910,31,0
1911,17,0
1912,31,0
1913,24,0
1914,35,0
1915,38,0
1916,43,0
1917,57,0
1918,48,0
1919,35,0
1920,51,0
1921,46,0
1922,41,0
1923,37,0
1924,35,0
1925,50,0
1926,30,0
1927,41,0
1928,47,0
1929,28,0
1930,27,0
1931,33,0
1932,27,0
1933,34,0
1934,28,0
1935,33,0
1936,28,0
1937,36,0
1938,59,0
1939,50,0
1940,55,0
1941,37,0
1942,59,0
1943,47,0
1944,67,0
1945,59,0
1946,70,0
1947,66,0
1948,66,0
1949,68,0
1950,70,0
1951,84,0
1952,84,0
1953,79,0
1954,84,0
1955,125,0
1956,98,0
1957,116,0
1958,151,0
1959,163,0
1960,115,0
1961,142,0
1962,169,0
1963,180,0
1964,203,0
1965,181,0
1966,200,0
1967,261,0
1968,441,0
1969,676,0
1970,639,5
1971,587,0
1972,450,0
1973,404,0
1974,386,0
1975,445,0
1976,453,0
1977,506,0
1978,470,0
1979,502,0
1980,630,0
1981,535,0
1982,595,0
1983,596,0
1984,577,0
1985,566,5
1986,453,0
1987,448,0
1988,416,0
1989,448,6
1990,478,0
1991,498,0
1992,500,0
1993,546,0
1994,620,0
1995,830,0
1996,925,0
1997,1205,0
1998,1401,0
1999,1440,0
2000,1504,0
2001,1296,0
2002,1306,0
2003,1276,0
2004,1063,0
2005,869,0
2006,808,0
2007,813,0
2008,882,0
2009,813,0
2010,687,0
2011,682,0
2012,715,0
2013,743,0
2014,704,0
2015,779,0
2016,718,0
2017,766,0
2018,779,0
2019,743,0
