year,Girls,Boys
1880,0,19
1881,0,27
1882,0,19
1883,0,18
1884,0,21
1885,0,22
1886,0,27
1887,0,20
1888,0,21
1889,0,19
1890,0,27
1891,0,32
1892,0,28
1893,0,27
1894,0,26
1895,0,39
1896,0,27
1897,0,22
1898,0,44
1899,0,34
1900,0,40
1901,0,31
1902,0,28
1903,0,32
1904,0,41
1905,0,31
1906,0,26
1907,0,33
1908,0,37
1909,0,40
1910,0,53
1911,0,64
1912,0,130
1913,0,149
1914,0,170
1915,0,220
1916,0,225
1917,0,266
1918,0,264
1919,0,252
1920,6,270
1921,0,293
1922,0,283
1923,0,302
1924,0,293
1925,0,282
1926,0,267
1927,0,278
1928,0,233
1929,0,240
1930,0,259
1931,0,216
1932,0,243
1933,0,215
1934,0,213
1935,0,227
1936,0,274
1937,0,250
1938,0,290
1939,0,286
1940,0,271
1941,0,334
1942,5,387
1943,0,424
1944,0,348
1945,0,348
1946,0,387
1947,0,456
1948,0,416
1949,0,388
1950,0,434
1951,0,514
1952,0,591
1953,0,574
1954,0,587
1955,5,629
1956,0,647
1957,0,574
1958,0,536
1959,5,645
1960,0,629
1961,0,639
1962,5,600
1963,0,526
1964,0,503
1965,5,457
1966,0,417
1967,0,378
1968,0,333
1969,5,322
1970,5,340
1971,0,342
1972,6,264
1973,0,314
1974,0,318
1975,0,236
1976,0,255
1977,0,276
1978,0,270
1979,0,269
1980,0,246
1981,0,250
1982,0,254
1983,0,247
1984,0,279
1985,0,282
1986,0,266
1987,6,287
1988,8,268
1989,0,274
1990,7,282
1991,5,275
1992,0,233
1993,0,226
1994,0,205
1995,0,169
1996,5,172
1997,0,121
1998,0,139
1999,7,110
2000,0,117
2001,0,110
2002,0,110
2003,0,100
2004,0,103
2005,0,97
2006,0,94
2007,0,78
2008,0,84
2009,0,54
2010,0,56
2011,0,64
2012,0,63
2013,0,53
2014,0,46
2015,0,54
2016,0,32
2017,0,39
2018,0,30
2019,0,27
