year,Girls,Boys
1880,0,0
1881,0,6
1882,0,10
1883,0,0
1884,0,0
1885,0,5
1886,0,7
1887,0,0
1888,0,0
1889,0,6
1890,0,0
1891,0,0
1892,0,11
1893,0,0
1894,0,5
1895,0,8
1896,0,5
1897,0,0
1898,0,8
1899,0,6
1900,0,0
1901,0,8
1902,0,5
1903,0,11
1904,0,9
1905,0,10
1906,0,5
1907,0,12
1908,0,15
1909,0,14
1910,0,14
1911,0,20
1912,0,51
1913,0,63
1914,0,82
1915,0,112
1916,0,134
1917,0,122
1918,0,114
1919,0,126
1920,0,139
1921,0,130
1922,0,127
1923,0,130
1924,0,137
1925,0,108
1926,0,131
1927,0,104
1928,0,128
1929,0,97
1930,0,113
1931,0,94
1932,0,87
1933,0,75
1934,0,81
1935,0,79
1936,0,65
1937,0,61
1938,0,65
1939,0,53
1940,0,51
1941,0,60
1942,0,77
1943,0,60
1944,0,47
1945,0,47
1946,0,55
1947,0,56
1948,0,70
1949,0,51
1950,0,42
1951,0,44
1952,0,51
1953,0,52
1954,0,47
1955,0,56
1956,0,42
1957,0,50
1958,0,63
1959,0,53
1960,0,70
1961,0,105
1962,0,151
1963,0,109
1964,0,131
1965,0,104
1966,0,99
1967,0,117
1968,0,116
1969,0,117
1970,0,165
1971,0,188
1972,0,154
1973,0,130
1974,0,125
1975,0,127
1976,0,123
1977,0,125
1978,0,142
1979,0,137
1980,5,166
1981,0,175
1982,0,219
1983,0,193
1984,0,242
1985,0,289
1986,0,281
1987,0,354
1988,7,395
1989,5,517
1990,0,791
1991,11,1033
1992,8,1295
1993,0,1307
1994,7,1302
1995,10,1432
1996,5,1589
1997,6,1769
1998,7,1697
1999,11,2378
2000,9,5028
2001,10,4979
2002,19,5136
2003,9,4648
2004,25,4520
2005,12,4954
2006,18,6284
2007,13,6272
2008,13,6037
2009,7,5989
2010,6,6361
2011,11,6546
2012,13,6734
2013,7,7550
2014,9,9310
2015,21,9623
2016,16,10288
2017,13,10185
2018,11,10110
2019,14,9828
