year,Boys,Girls
1880,65,0
1881,67,0
1882,84,0
1883,68,0
1884,92,0
1885,94,0
1886,96,0
1887,123,0
1888,117,0
1889,112,0
1890,120,0
1891,127,0
1892,163,0
1893,123,0
1894,105,0
1895,157,0
1896,121,0
1897,145,0
1898,143,0
1899,122,0
1900,157,0
1901,135,0
1902,154,0
1903,146,0
1904,163,0
1905,191,0
1906,178,0
1907,201,0
1908,206,0
1909,243,0
1910,277,0
1911,330,0
1912,431,0
1913,483,0
1914,634,0
1915,812,0
1916,868,0
1917,778,7
1918,785,0
1919,693,0
1920,707,0
1921,668,0
1922,684,0
1923,599,0
1924,644,0
1925,672,0
1926,697,0
1927,679,5
1928,779,5
1929,944,0
1930,1213,5
1931,1220,6
1932,1506,7
1933,1671,7
1934,1933,14
1935,2024,13
1936,2222,9
1937,2504,12
1938,2590,10
1939,2621,0
1940,3105,8
1941,3359,16
1942,3630,15
1943,3850,19
1944,4034,15
1945,3915,16
1946,5144,17
1947,5306,12
1948,4674,10
1949,3925,11
1950,3502,9
1951,3357,14
1952,3336,0
1953,3650,8
1954,3975,0
1955,3727,8
1956,3755,0
1957,4491,10
1958,4672,15
1959,4388,11
1960,4010,6
1961,3505,9
1962,3181,0
1963,2594,6
1964,2174,10
1965,1775,0
1966,1316,8
1967,1259,0
1968,979,0
1969,811,0
1970,664,0
1971,632,5
1972,453,0
1973,396,0
1974,354,5
1975,293,0
1976,241,0
1977,280,0
1978,235,0
1979,272,5
1980,345,0
1981,270,7
1982,211,11
1983,171,8
1984,147,8
1985,140,11
1986,108,8
1987,101,8
1988,97,18
1989,85,14
1990,75,11
1991,79,10
1992,68,7
1993,64,10
1994,48,9
1995,47,0
1996,38,11
1997,43,0
1998,32,0
1999,29,0
2000,36,0
2001,32,0
2002,25,0
2003,23,0
2004,14,0
2005,21,0
2006,22,0
2007,23,0
2008,17,0
2009,24,0
2010,17,0
2011,19,0
2012,13,0
2013,26,0
2014,15,0
2015,13,0
2016,12,0
2017,10,0
2018,15,0
2019,6,0
