year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,5,0
1901,0,0
1902,0,6
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,5,0
1908,0,0
1909,7,0
1910,0,0
1911,5,0
1912,7,0
1913,11,6
1914,8,7
1915,16,11
1916,20,11
1917,14,7
1918,25,6
1919,27,8
1920,29,6
1921,42,11
1922,43,11
1923,55,6
1924,57,6
1925,87,12
1926,114,9
1927,118,12
1928,160,8
1929,359,16
1930,523,15
1931,576,25
1932,708,18
1933,962,25
1934,1355,22
1935,2427,22
1936,3573,33
1937,4705,51
1938,7244,46
1939,9014,50
1940,11118,63
1941,14271,74
1942,19647,78
1943,24712,96
1944,22430,97
1945,20836,62
1946,27824,83
1947,28534,57
1948,26142,65
1949,25713,60
1950,24613,33
1951,23922,49
1952,23385,45
1953,23042,49
1954,22220,47
1955,22040,53
1956,26885,55
1957,24293,59
1958,21108,53
1959,21286,49
1960,20423,37
1961,20444,65
1962,19634,52
1963,17799,54
1964,16449,48
1965,15132,51
1966,13061,56
1967,11924,55
1968,10338,49
1969,9692,36
1970,9176,55
1971,7523,41
1972,6111,42
1973,4964,32
1974,4276,29
1975,3735,26
1976,3454,29
1977,3089,26
1978,2757,27
1979,2691,19
1980,2383,32
1981,2154,25
1982,2027,34
1983,1780,38
1984,1630,15
1985,1535,40
1986,1428,22
1987,1248,31
1988,1196,23
1989,1119,18
1990,1008,19
1991,986,19
1992,939,17
1993,850,14
1994,857,17
1995,812,17
1996,861,14
1997,760,16
1998,691,12
1999,684,9
2000,670,8
2001,587,8
2002,536,11
2003,539,13
2004,516,11
2005,500,9
2006,471,13
2007,415,14
2008,479,0
2009,367,10
2010,342,6
2011,323,11
2012,328,6
2013,291,0
2014,314,12
2015,275,6
2016,297,8
2017,243,0
2018,218,0
2019,197,0
