year,F,M
1880,1288,0
1881,1226,0
1882,1410,0
1883,1359,7
1884,1518,6
1885,1424,7
1886,1569,6
1887,1436,0
1888,1755,0
1889,1730,5
1890,1786,5
1891,1669,0
1892,1798,6
1893,1632,6
1894,1701,10
1895,1777,8
1896,1691,5
1897,1713,9
1898,1800,5
1899,1587,11
1900,2055,5
1901,1514,5
1902,1710,5
1903,1553,5
1904,1594,7
1905,1762,5
1906,1697,0
1907,1799,0
1908,1814,0
1909,1845,11
1910,2173,6
1911,2201,9
1912,2919,16
1913,3178,10
1914,3679,13
1915,4415,15
1916,4798,19
1917,4766,11
1918,4969,14
1919,5022,11
1920,5031,14
1921,5024,19
1922,4982,19
1923,4963,19
1924,5043,28
1925,4688,24
1926,4423,13
1927,4557,34
1928,4243,34
1929,3815,21
1930,3920,28
1931,3636,22
1932,3598,24
1933,3620,30
1934,3600,28
1935,3615,19
1936,3516,20
1937,3587,25
1938,3748,22
1939,3671,18
1940,3870,24
1941,3981,19
1942,4102,20
1943,3987,17
1944,3859,8
1945,3592,10
1946,3907,14
1947,4223,17
1948,4157,10
1949,4295,11
1950,4146,11
1951,4029,9
1952,4047,8
1953,4083,11
1954,4041,11
1955,3980,16
1956,3870,12
1957,3985,13
1958,3909,13
1959,3874,15
1960,4204,13
1961,4207,15
1962,4545,15
1963,4573,14
1964,4584,17
1965,4059,17
1966,4033,14
1967,4139,15
1968,4486,14
1969,5079,15
1970,5616,16
1971,5845,16
1972,6113,20
1973,7216,33
1974,9790,31
1975,11170,46
1976,13994,46
1977,18095,64
1978,19977,82
1979,21017,84
1980,25756,84
1981,28174,109
1982,28486,125
1983,27229,118
1984,25883,122
1985,24882,101
1986,28158,116
1987,27893,110
1988,28370,88
1989,27792,146
1990,25818,57
1991,25227,37
1992,24635,53
1993,24254,46
1994,22291,44
1995,21388,32
1996,21040,33
1997,20709,17
1998,19891,24
1999,19108,13
2000,17705,26
2001,15910,22
2002,14761,22
2003,13766,26
2004,12740,53
2005,11537,18
2006,11152,17
2007,9996,13
2008,9047,17
2009,7783,12
2010,6334,5
2011,5560,5
2012,5194,6
2013,4703,5
2014,4704,0
2015,4526,10
2016,4416,9
2017,4024,6
2018,3759,0
2019,3287,0
