year,Boys,Girls
1880,165,0
1881,147,0
1882,180,0
1883,183,0
1884,197,0
1885,215,0
1886,247,0
1887,214,0
1888,293,0
1889,286,0
1890,262,0
1891,260,0
1892,276,0
1893,290,0
1894,304,0
1895,363,0
1896,326,0
1897,353,0
1898,362,0
1899,323,0
1900,375,0
1901,315,0
1902,335,0
1903,333,0
1904,359,0
1905,437,0
1906,457,0
1907,494,0
1908,546,5
1909,559,0
1910,633,0
1911,687,0
1912,962,0
1913,1121,0
1914,1488,0
1915,1913,9
1916,1992,0
1917,2147,0
1918,2295,5
1919,2171,9
1920,2364,9
1921,2350,6
1922,2220,10
1923,2185,0
1924,2313,0
1925,2032,5
1926,2022,7
1927,1994,8
1928,1873,8
1929,1747,11
1930,1770,11
1931,1707,8
1932,1759,10
1933,1862,10
1934,1844,16
1935,1773,9
1936,1823,12
1937,1901,9
1938,1949,10
1939,1873,10
1940,2087,9
1941,2071,7
1942,2190,6
1943,2020,10
1944,1903,8
1945,1803,0
1946,2034,5
1947,2173,10
1948,2021,5
1949,1971,0
1950,2059,6
1951,2079,0
1952,2044,0
1953,2078,6
1954,2122,0
1955,1973,0
1956,2004,6
1957,2108,5
1958,1992,5
1959,2031,7
1960,2039,0
1961,2200,0
1962,2470,8
1963,2486,6
1964,2354,9
1965,1974,8
1966,2058,0
1967,2215,9
1968,2457,14
1969,2791,7
1970,3060,12
1971,3207,12
1972,3181,9
1973,3479,15
1974,4650,19
1975,5133,12
1976,8022,30
1977,8710,31
1978,8868,31
1979,8655,31
1980,11149,44
1981,11358,32
1982,11344,47
1983,10087,42
1984,9315,45
1985,10557,46
1986,11050,40
1987,10090,49
1988,10012,43
1989,9707,50
1990,8977,28
1991,8844,22
1992,8443,13
1993,7901,16
1994,7218,18
1995,6694,8
1996,6288,10
1997,6158,8
1998,6007,13
1999,5624,14
2000,5319,11
2001,5154,7
2002,4939,5
2003,4761,5
2004,4506,24
2005,4280,10
2006,4406,8
2007,4021,5
2008,3592,7
2009,3043,0
2010,2634,5
2011,2393,0
2012,2257,0
2013,2089,0
2014,1971,7
2015,1975,0
2016,2037,0
2017,1883,0
2018,1706,0
2019,1731,0
