year,F,M
1880,1472,8
1881,1439,5
1882,1673,5
1883,1634,5
1884,1882,8
1885,1854,6
1886,2049,8
1887,1929,9
1888,2229,13
1889,2122,8
1890,2178,10
1891,2002,0
1892,2259,10
1893,2247,9
1894,2195,9
1895,2170,10
1896,2159,5
1897,2108,6
1898,2090,8
1899,1804,10
1900,2285,13
1901,1835,6
1902,1836,0
1903,1774,6
1904,1751,6
1905,1757,11
1906,1753,6
1907,1980,5
1908,1952,7
1909,1943,13
1910,2107,6
1911,2119,14
1912,2740,14
1913,2916,5
1914,3561,14
1915,4125,15
1916,4364,17
1917,4247,14
1918,4450,20
1919,4163,11
1920,4090,14
1921,4146,18
1922,3987,13
1923,3888,14
1924,3861,18
1925,3489,20
1926,3285,13
1927,3205,22
1928,2994,14
1929,2673,25
1930,2643,13
1931,2418,13
1932,2317,16
1933,2063,17
1934,1973,15
1935,1923,14
1936,1800,9
1937,1783,12
1938,1724,12
1939,1589,14
1940,1689,9
1941,1610,10
1942,1620,11
1943,1477,6
1944,1335,0
1945,1232,5
1946,1390,7
1947,1348,0
1948,1303,6
1949,1289,5
1950,1195,0
1951,1076,0
1952,1062,7
1953,1017,5
1954,1062,0
1955,935,0
1956,932,10
1957,869,0
1958,793,0
1959,820,0
1960,737,0
1961,701,5
1962,659,0
1963,624,0
1964,579,6
1965,519,5
1966,514,0
1967,479,8
1968,403,0
1969,390,0
1970,385,0
1971,346,0
1972,326,0
1973,307,0
1974,303,0
1975,240,0
1976,219,0
1977,250,0
1978,219,0
1979,240,0
1980,209,0
1981,206,0
1982,205,0
1983,152,0
1984,156,0
1985,153,0
1986,156,0
1987,150,0
1988,163,0
1989,135,0
1990,121,0
1991,115,0
1992,135,0
1993,107,0
1994,108,0
1995,100,0
1996,104,0
1997,97,0
1998,100,0
1999,73,0
2000,92,0
2001,92,0
2002,75,0
2003,86,0
2004,80,0
2005,87,0
2006,84,0
2007,95,0
2008,101,0
2009,95,0
2010,104,0
2011,97,0
2012,100,0
2013,118,0
2014,149,0
2015,161,0
2016,196,0
2017,178,0
2018,191,0
2019,180,0
