year,Boys,Girls
1880,127,0
1881,122,0
1882,134,0
1883,170,5
1884,213,7
1885,229,0
1886,237,5
1887,253,0
1888,302,0
1889,321,7
1890,354,5
1891,341,0
1892,394,0
1893,384,8
1894,424,0
1895,435,0
1896,434,0
1897,454,0
1898,451,8
1899,432,0
1900,483,8
1901,427,0
1902,438,5
1903,398,0
1904,424,6
1905,422,6
1906,400,0
1907,401,7
1908,418,5
1909,401,8
1910,406,8
1911,397,7
1912,550,5
1913,577,6
1914,618,10
1915,878,10
1916,844,15
1917,855,17
1918,889,17
1919,861,13
1920,861,16
1921,785,15
1922,761,16
1923,760,16
1924,763,13
1925,732,13
1926,711,12
1927,700,12
1928,643,17
1929,648,18
1930,605,13
1931,524,10
1932,542,9
1933,533,16
1934,505,5
1935,459,16
1936,446,0
1937,410,8
1938,374,11
1939,395,9
1940,378,10
1941,310,8
1942,334,5
1943,287,9
1944,257,8
1945,252,0
1946,240,0
1947,267,5
1948,248,0
1949,234,0
1950,210,7
1951,213,0
1952,206,9
1953,203,8
1954,206,7
1955,193,5
1956,198,6
1957,180,6
1958,148,5
1959,143,0
1960,136,0
1961,147,0
1962,113,5
1963,101,7
1964,96,0
1965,87,0
1966,102,0
1967,74,0
1968,65,0
1969,57,0
1970,75,0
1971,74,0
1972,60,0
1973,56,0
1974,56,0
1975,61,6
1976,45,0
1977,56,0
1978,46,0
1979,47,0
1980,45,0
1981,33,0
1982,39,0
1983,39,0
1984,24,0
1985,30,5
1986,37,0
1987,39,0
1988,44,0
1989,37,0
1990,35,0
1991,43,0
1992,26,0
1993,31,0
1994,24,0
1995,24,0
1996,30,0
1997,30,0
1998,37,0
1999,26,0
2000,34,0
2001,35,0
2002,30,0
2003,32,0
2004,42,0
2005,53,0
2006,47,0
2007,43,0
2008,51,0
2009,71,0
2010,59,0
2011,58,0
2012,60,0
2013,77,0
2014,95,0
2015,98,0
2016,126,0
2017,116,0
2018,107,0
2019,104,0
