year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,5
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,7
1912,0,8
1913,0,15
1914,0,15
1915,0,6
1916,0,10
1917,0,20
1918,0,13
1919,0,20
1920,0,23
1921,0,28
1922,0,27
1923,0,37
1924,0,28
1925,0,41
1926,0,43
1927,0,43
1928,0,52
1929,0,57
1930,0,75
1931,0,76
1932,0,57
1933,0,68
1934,0,39
1935,0,53
1936,0,39
1937,0,49
1938,0,58
1939,0,54
1940,0,40
1941,0,59
1942,0,65
1943,0,49
1944,0,79
1945,0,79
1946,0,96
1947,0,104
1948,0,116
1949,0,129
1950,0,131
1951,0,138
1952,0,145
1953,0,164
1954,0,161
1955,0,160
1956,0,202
1957,0,194
1958,0,191
1959,0,196
1960,0,210
1961,0,179
1962,0,233
1963,0,214
1964,0,219
1965,0,200
1966,0,233
1967,0,220
1968,0,254
1969,0,247
1970,0,301
1971,0,289
1972,0,280
1973,0,279
1974,0,364
1975,0,306
1976,5,348
1977,0,326
1978,6,338
1979,0,419
1980,0,386
1981,0,406
1982,6,435
1983,7,424
1984,0,380
1985,0,415
1986,0,445
1987,0,434
1988,0,475
1989,6,454
1990,0,557
1991,0,615
1992,0,600
1993,6,637
1994,8,642
1995,0,716
1996,7,772
1997,0,658
1998,0,744
1999,6,785
2000,5,803
2001,0,866
2002,0,809
2003,0,871
2004,6,905
2005,5,898
2006,0,988
2007,0,978
2008,0,935
2009,0,863
2010,0,823
2011,0,789
2012,0,776
2013,0,743
2014,0,807
2015,0,771
2016,0,791
2017,0,812
2018,0,918
2019,0,871
