year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,6,0
1898,6,0
1899,0,0
1900,6,0
1901,0,0
1902,8,0
1903,9,0
1904,8,0
1905,6,0
1906,5,0
1907,15,0
1908,15,0
1909,11,0
1910,15,0
1911,18,0
1912,22,0
1913,33,0
1914,24,0
1915,41,0
1916,50,0
1917,43,0
1918,50,0
1919,38,0
1920,37,0
1921,35,0
1922,24,0
1923,25,0
1924,26,0
1925,33,0
1926,34,0
1927,46,0
1928,23,0
1929,58,0
1930,34,0
1931,41,0
1932,40,0
1933,40,0
1934,38,0
1935,54,0
1936,36,0
1937,31,0
1938,30,0
1939,45,0
1940,64,0
1941,92,0
1942,96,0
1943,177,0
1944,179,0
1945,180,0
1946,290,0
1947,317,0
1948,251,0
1949,249,0
1950,137,0
1951,168,0
1952,205,0
1953,224,0
1954,220,0
1955,226,0
1956,259,0
1957,356,0
1958,373,0
1959,435,0
1960,455,0
1961,424,0
1962,422,0
1963,467,0
1964,533,0
1965,500,0
1966,524,0
1967,578,0
1968,483,0
1969,479,0
1970,523,0
1971,506,0
1972,469,0
1973,388,0
1974,360,0
1975,353,0
1976,338,0
1977,305,0
1978,235,0
1979,257,0
1980,288,0
1981,277,0
1982,271,5
1983,268,0
1984,248,0
1985,213,0
1986,247,0
1987,230,0
1988,206,0
1989,255,7
1990,281,0
1991,243,0
1992,306,5
1993,290,0
1994,273,0
1995,239,0
1996,256,0
1997,237,0
1998,236,0
1999,252,0
2000,257,0
2001,328,0
2002,340,0
2003,374,0
2004,442,0
2005,429,0
2006,470,0
2007,477,0
2008,564,0
2009,354,0
2010,354,0
2011,308,0
2012,287,0
2013,287,0
2014,291,0
2015,283,0
2016,321,0
2017,281,0
2018,266,0
2019,266,0
