year,F,M
1880,204,0
1881,206,0
1882,232,0
1883,260,0
1884,324,0
1885,376,0
1886,437,0
1887,504,0
1888,722,5
1889,737,0
1890,893,0
1891,950,0
1892,1107,7
1893,1111,6
1894,1347,5
1895,1428,5
1896,1593,0
1897,1587,10
1898,1902,9
1899,1703,9
1900,2264,9
1901,1879,14
1902,2210,11
1903,2001,8
1904,2212,7
1905,2357,6
1906,2423,6
1907,2617,16
1908,2732,8
1909,2961,11
1910,3281,12
1911,3502,8
1912,4646,27
1913,5335,12
1914,6197,14
1915,8323,16
1916,9035,25
1917,9163,25
1918,9774,22
1919,9712,33
1920,10072,24
1921,10624,33
1922,10173,37
1923,10053,37
1924,9928,29
1925,9441,32
1926,9168,42
1927,8607,37
1928,7730,43
1929,7039,42
1930,6464,38
1931,5613,30
1932,5202,20
1933,4506,39
1934,4347,22
1935,3939,21
1936,3817,27
1937,3674,26
1938,3555,15
1939,3330,12
1940,3396,29
1941,3369,12
1942,3381,19
1943,3298,9
1944,3087,19
1945,2883,10
1946,3115,14
1947,3291,12
1948,3043,14
1949,2955,8
1950,3826,14
1951,3394,7
1952,3016,11
1953,2801,12
1954,2660,16
1955,2426,10
1956,2344,8
1957,2260,9
1958,2147,9
1959,2099,6
1960,2032,8
1961,1912,8
1962,1758,9
1963,1759,8
1964,1660,8
1965,1553,0
1966,1286,0
1967,1197,0
1968,1170,7
1969,1109,0
1970,1070,5
1971,970,0
1972,791,7
1973,848,6
1974,846,7
1975,722,0
1976,773,5
1977,759,5
1978,706,0
1979,801,0
1980,849,9
1981,799,6
1982,772,7
1983,749,5
1984,736,7
1985,666,8
1986,595,8
1987,654,0
1988,641,0
1989,637,5
1990,685,0
1991,651,0
1992,592,0
1993,546,0
1994,597,6
1995,609,0
1996,614,0
1997,595,0
1998,520,0
1999,555,0
2000,602,0
2001,571,0
2002,539,0
2003,474,0
2004,529,0
2005,491,0
2006,494,0
2007,467,0
2008,482,0
2009,482,0
2010,411,0
2011,406,0
2012,436,0
2013,439,0
2014,431,0
2015,453,0
2016,444,0
2017,506,0
2018,466,0
2019,464,0
