year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,7,0
1885,0,0
1886,7,0
1887,0,0
1888,0,0
1889,0,0
1890,8,0
1891,0,0
1892,11,0
1893,6,0
1894,12,0
1895,8,0
1896,6,0
1897,8,0
1898,7,0
1899,8,0
1900,8,0
1901,11,0
1902,6,0
1903,9,0
1904,8,0
1905,0,0
1906,6,0
1907,0,0
1908,9,0
1909,13,0
1910,6,0
1911,5,0
1912,0,0
1913,5,0
1914,16,0
1915,14,0
1916,17,5
1917,24,0
1918,21,0
1919,17,0
1920,24,0
1921,21,0
1922,18,0
1923,12,0
1924,15,0
1925,13,0
1926,19,0
1927,14,0
1928,12,0
1929,19,0
1930,15,0
1931,18,0
1932,15,0
1933,15,0
1934,13,0
1935,13,0
1936,8,0
1937,12,0
1938,11,0
1939,15,0
1940,13,0
1941,14,0
1942,15,0
1943,15,0
1944,10,0
1945,10,0
1946,17,0
1947,15,0
1948,9,0
1949,8,0
1950,14,0
1951,19,0
1952,27,0
1953,31,0
1954,35,0
1955,39,0
1956,48,0
1957,50,0
1958,47,0
1959,52,0
1960,60,0
1961,54,0
1962,117,0
1963,679,0
1964,793,5
1965,363,0
1966,164,0
1967,113,0
1968,57,0
1969,47,0
1970,56,0
1971,47,0
1972,53,0
1973,40,0
1974,26,0
1975,22,0
1976,20,0
1977,15,0
1978,28,0
1979,31,0
1980,28,0
1981,27,0
1982,22,0
1983,20,0
1984,27,0
1985,26,0
1986,23,0
1987,20,0
1988,22,0
1989,35,0
1990,53,0
1991,29,0
1992,21,0
1993,29,0
1994,17,0
1995,26,0
1996,26,0
1997,25,0
1998,17,0
1999,18,0
2000,23,0
2001,23,0
2002,20,0
2003,14,0
2004,20,0
2005,15,0
2006,26,0
2007,29,0
2008,21,0
2009,19,0
2010,20,0
2011,29,0
2012,25,0
2013,25,0
2014,31,0
2015,25,0
2016,28,0
2017,38,0
2018,49,0
2019,56,0
