year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,6
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,8
1913,0,18
1914,0,11
1915,0,14
1916,0,17
1917,0,10
1918,0,11
1919,0,20
1920,0,16
1921,0,19
1922,0,11
1923,0,20
1924,0,13
1925,0,21
1926,0,22
1927,0,13
1928,0,14
1929,0,19
1930,0,16
1931,0,14
1932,0,17
1933,0,14
1934,0,11
1935,0,13
1936,0,9
1937,0,18
1938,0,15
1939,0,15
1940,0,20
1941,0,9
1942,0,15
1943,0,14
1944,0,10
1945,0,19
1946,0,49
1947,0,70
1948,0,91
1949,0,107
1950,0,149
1951,0,151
1952,0,171
1953,0,161
1954,0,201
1955,0,279
1956,0,269
1957,0,291
1958,0,236
1959,0,262
1960,5,344
1961,0,369
1962,0,340
1963,0,327
1964,0,334
1965,0,315
1966,0,332
1967,0,364
1968,7,341
1969,0,420
1970,6,559
1971,0,701
1972,6,1004
1973,0,1136
1974,5,1276
1975,7,1687
1976,9,2647
1977,19,2779
1978,21,3133
1979,28,4157
1980,29,4248
1981,30,4852
1982,41,6147
1983,39,7312
1984,56,9070
1985,77,11343
1986,87,11725
1987,84,13209
1988,105,15869
1989,69,18077
1990,57,20427
1991,47,21383
1992,53,24799
1993,53,25536
1994,54,25134
1995,55,23130
1996,41,22366
1997,33,21928
1998,43,20579
1999,31,19981
2000,38,19851
2001,34,18186
2002,26,16622
2003,21,15540
2004,70,13711
2005,20,12286
2006,21,11009
2007,11,10215
2008,12,9232
2009,10,8082
2010,10,7179
2011,7,6804
2012,8,6261
2013,6,5766
2014,8,5181
2015,5,4854
2016,9,4567
2017,5,3806
2018,0,3551
2019,5,3064
