year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,9,0
1902,11,0
1903,13,0
1904,10,0
1905,25,0
1906,16,0
1907,22,0
1908,35,0
1909,33,0
1910,39,0
1911,63,0
1912,84,0
1913,108,0
1914,172,0
1915,251,0
1916,292,0
1917,338,0
1918,306,0
1919,326,0
1920,321,0
1921,356,0
1922,450,0
1923,603,0
1924,573,0
1925,542,0
1926,449,0
1927,379,0
1928,411,0
1929,348,0
1930,351,0
1931,325,0
1932,261,0
1933,220,0
1934,238,0
1935,251,0
1936,293,0
1937,339,0
1938,333,0
1939,313,0
1940,352,0
1941,369,0
1942,440,0
1943,475,5
1944,561,0
1945,771,6
1946,1201,6
1947,1379,6
1948,1363,8
1949,1408,16
1950,1567,7
1951,1638,0
1952,1775,10
1953,1808,9
1954,1961,6
1955,2055,12
1956,2275,7
1957,2329,13
1958,2258,16
1959,2278,12
1960,2331,17
1961,2514,9
1962,2456,14
1963,2581,11
1964,2766,13
1965,2758,12
1966,2770,5
1967,2797,12
1968,3699,24
1969,3771,11
1970,3590,22
1971,3724,22
1972,3398,17
1973,2751,20
1974,2632,10
1975,2653,17
1976,2275,11
1977,2121,17
1978,1951,10
1979,1935,10
1980,1777,16
1981,1565,15
1982,1439,9
1983,1207,7
1984,1069,8
1985,1043,9
1986,882,13
1987,896,10
1988,798,9
1989,713,9
1990,670,9
1991,606,0
1992,597,0
1993,578,0
1994,468,0
1995,415,0
1996,378,0
1997,353,0
1998,288,0
1999,273,0
2000,295,0
2001,245,0
2002,228,0
2003,224,0
2004,211,0
2005,213,0
2006,233,0
2007,199,0
2008,172,0
2009,163,0
2010,134,0
2011,119,0
2012,134,0
2013,105,0
2014,123,0
2015,109,0
2016,99,0
2017,113,0
2018,96,0
2019,82,0
