year,Boys,Girls
1880,0,5
1881,0,7
1882,0,0
1883,0,0
1884,0,5
1885,0,0
1886,0,0
1887,0,0
1888,0,6
1889,0,0
1890,0,0
1891,0,0
1892,0,5
1893,0,0
1894,0,0
1895,0,0
1896,0,5
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,6
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,7
1912,0,5
1913,0,7
1914,0,11
1915,0,9
1916,0,13
1917,0,6
1918,0,16
1919,0,15
1920,0,0
1921,0,8
1922,0,9
1923,0,9
1924,0,7
1925,0,11
1926,0,9
1927,0,7
1928,0,8
1929,0,10
1930,0,0
1931,0,8
1932,0,9
1933,0,9
1934,0,0
1935,0,7
1936,0,0
1937,0,8
1938,0,7
1939,0,0
1940,0,0
1941,0,11
1942,0,10
1943,0,10
1944,0,0
1945,0,8
1946,0,0
1947,0,10
1948,0,8
1949,0,8
1950,0,10
1951,0,8
1952,0,9
1953,0,6
1954,0,11
1955,0,5
1956,0,10
1957,0,6
1958,0,0
1959,0,6
1960,0,10
1961,0,16
1962,0,15
1963,0,18
1964,0,15
1965,0,16
1966,0,10
1967,0,13
1968,0,14
1969,0,15
1970,0,13
1971,0,21
1972,0,6
1973,0,10
1974,0,11
1975,0,12
1976,0,9
1977,0,5
1978,0,10
1979,0,0
1980,0,5
1981,0,9
1982,0,8
1983,0,8
1984,0,8
1985,0,8
1986,0,6
1987,0,15
1988,0,12
1989,0,16
1990,0,10
1991,0,14
1992,0,11
1993,0,9
1994,0,0
1995,0,5
1996,0,0
1997,0,9
1998,0,6
1999,0,5
2000,0,0
2001,0,6
2002,0,0
2003,0,6
2004,0,9
2005,0,8
2006,0,6
2007,0,0
2008,0,0
2009,0,5
2010,0,7
2011,0,5
2012,0,0
2013,0,8
2014,0,7
2015,0,7
2016,0,12
2017,0,6
2018,5,13
2019,0,9
