year,Girls,Boys
1880,588,0
1881,637,5
1882,783,9
1883,823,6
1884,957,6
1885,1077,0
1886,1314,7
1887,1339,0
1888,1687,5
1889,1815,8
1890,1973,12
1891,1963,8
1892,2218,11
1893,2378,10
1894,2458,6
1895,2560,0
1896,2604,0
1897,2567,10
1898,2813,5
1899,2534,14
1900,3102,13
1901,2488,9
1902,2754,11
1903,2667,8
1904,2762,13
1905,2953,13
1906,3011,8
1907,3301,14
1908,3365,17
1909,3429,19
1910,3664,16
1911,3957,11
1912,5136,23
1913,5558,15
1914,6289,15
1915,8144,24
1916,8625,28
1917,8422,25
1918,8698,32
1919,8404,20
1920,8331,25
1921,8303,35
1922,7621,19
1923,7299,11
1924,7408,27
1925,6782,26
1926,6395,20
1927,6086,38
1928,5473,26
1929,4931,21
1930,4764,21
1931,4462,22
1932,4279,23
1933,3729,16
1934,3808,20
1935,3419,25
1936,3305,19
1937,3221,20
1938,3081,18
1939,2904,15
1940,2835,10
1941,2834,13
1942,2763,13
1943,2753,19
1944,2395,0
1945,2152,5
1946,2279,0
1947,2417,10
1948,2096,6
1949,2173,15
1950,1855,0
1951,1802,0
1952,1745,0
1953,1615,6
1954,1679,0
1955,1524,9
1956,1550,0
1957,1242,0
1958,1226,9
1959,1180,0
1960,1107,0
1961,1038,7
1962,983,0
1963,852,7
1964,789,0
1965,711,5
1966,680,0
1967,582,0
1968,499,0
1969,455,0
1970,447,0
1971,444,0
1972,403,0
1973,340,0
1974,315,5
1975,311,0
1976,277,0
1977,311,0
1978,271,0
1979,289,0
1980,283,0
1981,271,0
1982,217,0
1983,229,0
1984,208,0
1985,201,0
1986,175,0
1987,192,0
1988,150,0
1989,236,0
1990,206,0
1991,212,0
1992,184,0
1993,171,0
1994,148,0
1995,131,0
1996,137,0
1997,137,0
1998,130,0
1999,114,0
2000,119,0
2001,140,0
2002,119,0
2003,122,0
2004,129,0
2005,125,0
2006,103,0
2007,134,0
2008,112,0
2009,103,0
2010,96,0
2011,100,0
2012,92,0
2013,96,0
2014,89,0
2015,80,0
2016,82,0
2017,75,0
2018,120,0
2019,79,0
