year,F,M
1880,42,0
1881,47,0
1882,60,0
1883,36,0
1884,64,0
1885,55,0
1886,45,0
1887,71,0
1888,82,0
1889,77,0
1890,76,0
1891,78,0
1892,98,0
1893,79,0
1894,83,0
1895,94,0
1896,106,0
1897,86,0
1898,105,0
1899,109,0
1900,182,0
1901,116,0
1902,162,0
1903,132,0
1904,155,0
1905,189,0
1906,168,0
1907,163,0
1908,170,0
1909,211,0
1910,241,0
1911,202,0
1912,315,0
1913,353,0
1914,426,0
1915,467,0
1916,550,0
1917,570,0
1918,579,0
1919,576,0
1920,607,0
1921,616,7
1922,584,0
1923,580,0
1924,639,0
1925,545,0
1926,487,0
1927,480,5
1928,452,0
1929,415,5
1930,376,0
1931,339,0
1932,398,5
1933,327,0
1934,320,0
1935,370,5
1936,306,0
1937,321,0
1938,312,0
1939,293,0
1940,275,0
1941,249,0
1942,267,0
1943,244,0
1944,205,0
1945,214,0
1946,196,0
1947,205,0
1948,214,0
1949,200,0
1950,182,0
1951,150,0
1952,157,0
1953,155,0
1954,143,0
1955,117,0
1956,111,0
1957,119,0
1958,101,0
1959,104,0
1960,99,0
1961,91,0
1962,93,0
1963,64,0
1964,58,0
1965,66,0
1966,57,0
1967,41,0
1968,45,0
1969,32,0
1970,41,0
1971,32,0
1972,35,0
1973,24,0
1974,26,0
1975,32,0
1976,18,0
1977,15,0
1978,16,0
1979,22,0
1980,23,0
1981,27,0
1982,19,0
1983,18,0
1984,16,0
1985,14,0
1986,16,0
1987,17,0
1988,21,0
1989,10,0
1990,11,0
1991,15,0
1992,14,0
1993,9,0
1994,12,0
1995,7,0
1996,9,0
1997,5,0
1998,7,0
1999,7,0
2000,6,0
2001,5,0
2002,7,0
2003,7,0
2004,12,0
2005,7,0
2006,10,0
2007,10,0
2008,9,0
2009,10,0
2010,10,0
2011,13,0
2012,18,0
2013,11,0
2014,14,0
2015,19,0
2016,20,0
2017,29,0
2018,9,0
2019,19,0
